week,crude_oil,cpi,coal_consumption,ngas_consumption,us_pop,oil_production,cattle_index,tree_cover_loss,us_real_gdp,usd_mex_exrate,co2
2009-01-04,42.40,93.26217751,80527.66971,1166510.7448,306035.0,4935,297.27,1406957.794,14476.2498,13.65769958,386.40
2009-01-11,44.46,91.81716915,81500.87953,935736.1907,306085.5,4917,288.70,1567991.001,16075.1555,13.89949989,387.02
2009-01-18,36.73,91.12247455,97916.98177,938994.6860,306136.0,5052,299.23,1336297.836,15137.1916,14.02509975,387.14
2009-01-25,42.15,87.88814217,84498.02661,904605.3874,306186.5,5045,292.83,1652557.380,15155.3440,14.25570011,387.50
2009-02-01,42.70,82.71526479,89510.77745,799294.7812,306237.0,5235,290.44,1470782.481,15538.1713,14.11919975,387.03
2009-02-08,40.78,93.36764893,71098.88197,618320.0392,306287.3,5327,295.90,1593090.687,15471.4008,14.51669979,386.94
2009-02-15,36.94,88.78971695,74517.40904,760844.1279,306337.5,5323,296.93,1502749.892,14543.0576,14.78160000,387.62
2009-02-22,37.15,97.86912526,85504.95182,813072.3426,306387.8,5300,284.73,1555384.057,14784.8645,15.33180046,388.22
2009-03-01,41.10,81.81577662,85588.57982,578548.6706,306438.0,5373,293.26,1390616.526,15104.8933,15.16699982,389.08
2009-03-08,43.18,90.42459927,73251.34166,607066.7230,306479.4,5401,280.46,1847258.940,15138.5438,14.62399960,388.80
2009-03-15,45.66,89.68480464,74651.50317,728545.5122,306520.8,5414,280.20,1572770.971,15889.1075,14.03299999,388.20
2009-03-22,49.49,93.59348474,88029.33328,607862.7477,306562.2,5432,282.76,1933223.874,15121.9490,14.33880043,389.29
2009-03-29,52.99,105.50848398,81588.96621,786643.0421,306603.6,5480,278.41,1451331.110,15312.9473,13.54179955,389.04
2009-04-05,50.34,97.28367711,72928.73097,389615.9568,306645.0,5469,287.29,1181283.104,15389.4132,13.13000011,389.43
2009-04-12,50.46,79.21638417,72626.84388,553381.6950,306699.5,5482,288.74,1278670.711,14744.1587,13.09780025,388.93
2009-04-19,49.86,95.22345837,69962.81952,351902.9953,306754.0,5421,288.48,1752394.499,14624.3705,13.55049992,389.56
2009-04-26,47.80,90.47665312,62897.72510,288745.0650,306808.5,5269,281.91,1557440.720,15090.7143,13.72599983,390.52
2009-05-03,50.20,83.20526212,74206.94696,121060.5266,306863.0,5280,280.20,1627921.213,15989.9409,13.02280045,389.76
2009-05-10,55.96,85.39193122,70705.41812,576222.4508,306908.4,5306,284.04,1449583.243,15506.4052,13.23009968,390.17
2009-05-17,57.94,83.63227443,68756.66813,31301.3932,306953.8,5352,281.66,1751162.551,13937.4647,13.18200016,390.38
2009-05-24,60.32,93.41638706,69169.27843,360071.4520,306999.2,5364,285.92,1423014.395,15393.4521,13.13599968,390.41
2009-05-31,64.32,93.09397734,85285.69079,230977.7072,307044.6,5358,279.27,1725623.839,15139.8865,13.23859978,389.85
2009-06-07,68.11,81.71419687,63891.68389,237182.9393,307090.0,5358,276.96,1497634.491,14824.8775,13.39430046,390.20
2009-06-14,70.85,86.21467252,78920.87741,594720.9867,307148.0,5273,278.50,1420125.624,15951.9490,13.35550022,389.42
2009-06-21,70.62,87.40114379,94114.70612,316539.0036,307206.0,5257,280.29,1446100.539,15510.0064,13.21300030,388.49
2009-06-28,68.58,101.03777750,96335.25878,-123529.2325,307264.0,5163,281.23,1592382.466,15441.2667,13.28989983,388.69
2009-07-05,69.32,90.17048156,91931.14927,84833.2716,307322.0,5171,289.68,1556423.607,14318.1102,13.67570019,388.48
2009-07-12,61.48,90.07240460,86634.50848,254757.6723,307384.0,5171,295.49,1309379.952,15632.4616,13.33800030,388.36
2009-07-19,61.29,84.31702617,89676.92666,275855.2227,307446.0,5176,313.82,1802083.996,14560.4431,13.18700027,387.68
2009-07-26,65.28,95.57834986,98398.06480,31689.3077,307508.0,5107,306.31,1457433.144,15250.1881,13.17800045,387.37
2009-08-02,67.03,86.47059764,96428.95595,115161.3797,307570.0,5246,307.85,1748561.206,15728.7843,12.96840000,387.06
2009-08-09,71.58,85.09947302,83563.27643,43932.5800,307621.2,5172,304.18,1570400.981,15456.0037,12.85499954,386.01
2009-08-16,69.64,96.70470740,86082.18184,16184.9177,307672.4,5169,302.22,1560253.029,15473.4785,12.82479954,385.70
2009-08-23,70.80,91.80518630,94247.95355,180892.5116,307723.6,5173,302.39,1389256.020,15673.6288,13.23950005,385.86
2009-08-30,72.37,96.10027591,89980.96011,55273.9500,307774.8,5244,295.90,1632521.183,14918.9904,13.37150002,385.15
2009-09-06,68.39,99.27969399,77171.67317,273458.2255,307826.0,5266,295.73,1560786.270,14657.4655,13.33199978,384.69
2009-09-13,70.91,88.77604432,82955.87834,103923.2028,307887.3,5304,296.88,1918771.186,15234.8004,13.24219990,384.76
2009-09-20,71.32,84.00207811,72194.94347,213026.6228,307948.5,5300,289.76,1884153.596,15495.1688,13.56200027,384.62
2009-09-27,68.33,98.92698663,65144.28458,144432.7460,308009.8,5375,291.30,1752568.282,15632.2362,13.60849953,384.03
2009-10-04,68.84,98.00536291,69444.39202,52664.5106,308071.0,5360,286.69,1564987.729,15510.5532,13.27540016,383.88
2009-10-11,70.80,78.29153384,72301.69051,298163.5683,308125.5,5377,289.93,1420240.975,14646.6040,13.10289955,384.38
2009-10-18,75.73,92.18839483,70766.87513,385404.6922,308180.0,5371,292.83,1537751.390,15028.8582,13.05020046,384.71
2009-10-25,80.06,86.19722836,82726.04861,107315.2839,308234.5,5357,298.29,1351045.937,15541.8400,13.24370003,385.01
2009-11-01,78.47,90.69360801,85228.66419,386664.6519,308289.0,5391,292.41,1387037.930,15609.6633,13.42479992,385.36
2009-11-08,79.00,87.17050164,90495.19237,308424.1195,308330.2,5506,290.97,1235175.889,14385.5843,13.02350044,385.69
2009-11-15,78.24,86.39811365,77246.82160,693042.2505,308371.4,5317,290.61,1469860.758,14891.3074,13.06309986,386.34
2009-11-22,78.37,90.57445667,75489.73316,208022.2720,308412.6,5433,291.55,1638937.633,14630.6548,12.88949966,386.38
2009-11-29,76.14,96.35268624,83642.89326,415565.2691,308453.8,5561,291.72,1618710.460,14599.4220,12.64029980,387.07
2009-12-06,76.81,94.07435648,93683.11647,1119617.8751,308495.0,5538,283.96,1523375.790,14770.9806,12.88599968,386.97
2009-12-13,71.51,88.27407449,85944.48972,916306.4359,308547.8,5524,284.21,1557617.097,15406.7716,12.84879971,386.87
2009-12-20,71.72,92.27426684,90715.16909,630291.4080,308600.5,5524,289.59,1514938.363,15081.6501,12.86699963,388.40
2009-12-27,74.76,94.03018050,91030.69596,752902.0681,308653.3,5512,289.25,1569673.422,15148.6154,13.08269978,388.60
2010-01-03,79.07,88.11499974,100381.83919,956823.6713,308706.0,5507,294.11,1886270.170,15534.7589,12.67399979,388.17
2010-01-10,82.34,101.19109403,91515.85895,1101258.6776,308745.6,5496,295.63,2333794.095,14962.8161,12.72200012,388.33
2010-01-17,80.06,89.03161573,106869.86009,989761.1070,308785.2,5404,308.96,2292500.531,14859.5732,12.94250011,388.33
2010-01-24,76.62,100.84366695,116971.42869,769795.0494,308824.8,5421,309.04,2264037.391,15790.1681,13.06849957,389.01
2010-01-31,73.94,88.57147007,95186.52463,1034156.8247,308864.4,5403,305.03,2207187.289,15429.9961,13.16199970,390.71
2010-02-07,74.57,90.52992911,85720.11661,608208.2100,308904.0,5475,308.53,2182117.266,15063.9954,12.92395020,390.35
2010-02-14,73.88,90.38004453,87683.52994,811937.2724,308951.8,5482,309.81,2345490.532,15447.2025,12.78400040,390.22
2010-02-21,78.25,96.48593970,88986.57423,1167357.2334,308999.5,5505,318.43,2338841.477,15355.1112,12.75953960,389.57
2010-02-28,79.22,88.03761984,83982.12419,785736.9696,309047.3,5510,313.74,2231150.325,15454.6339,12.61149979,390.93
2010-03-07,80.19,94.47680983,78266.86243,536445.0669,309095.0,5527,316.30,2322972.978,15151.5728,12.54819965,391.38
2010-03-14,81.76,82.39204397,80690.36453,604345.8392,309141.0,5540,316.72,2084446.475,15942.4203,12.56180000,391.17
2010-03-21,81.44,92.72970304,91419.08693,678692.1446,309187.0,5536,324.66,2408167.653,15040.2432,12.48799992,390.29
2010-03-28,80.65,93.98854236,92112.16567,799385.8945,309233.0,5489,312.54,2149260.150,15904.2251,12.28719997,391.77
2010-04-04,83.01,88.60825216,60958.22230,168487.6957,309279.0,5473,319.20,1848498.529,15792.1749,12.18840027,391.19
2010-04-11,85.66,82.61586047,73125.85970,369657.8036,309323.5,5475,323.38,2055565.798,16018.1143,12.27350044,392.71
2010-04-18,84.34,91.38056288,77238.42968,-95581.0245,309368.0,5466,323.04,1901589.497,15640.8484,12.17150021,393.30
2010-04-25,82.90,92.85558110,75161.51336,370399.6994,309412.5,5488,323.63,2367560.624,14976.6362,12.29304981,393.20
2010-05-02,84.22,86.77801348,81027.91036,291090.8423,309457.0,5522,321.59,2281812.025,15231.7161,12.72570038,393.01
2010-05-09,80.24,97.84876971,75248.47720,304687.0920,309494.2,5533,326.14,1828397.088,15899.9985,12.54349995,392.60
2010-05-16,74.98,106.47942987,76662.63612,152534.5248,309531.4,5516,313.99,2104914.204,16375.2879,12.94869995,393.42
2010-05-23,69.14,90.33347690,79076.36869,322270.1393,309568.6,5540,309.30,1692894.944,15988.5151,12.92539978,392.71
2010-05-30,70.62,99.78878456,81789.59583,-67654.4414,309605.8,5320,304.61,1954706.733,15881.5363,12.94610023,393.30
2010-06-06,72.91,87.77526148,88287.66749,-42674.0965,309643.0,5445,302.47,2161108.539,15583.7126,12.64789963,392.75
2010-06-13,73.44,97.01155553,92729.31266,148404.3498,309694.0,5503,297.87,2203862.625,16092.1281,12.46819973,391.85
2010-06-20,76.70,97.75366223,93839.83948,115975.2985,309745.0,5501,301.02,2002632.508,15998.8979,12.65019989,391.64
2010-06-27,77.06,89.74121947,89009.47846,140894.1901,309796.0,5257,305.03,1969844.608,15907.4685,13.04020023,391.15
2010-07-04,74.96,91.01551637,88381.47969,193269.9742,309847.0,5414,305.38,2227953.614,16047.5796,12.76210022,390.55
2010-07-11,74.39,95.51953626,102670.89807,18910.6904,309900.3,5352,309.49,2009619.156,15585.5447,12.89610004,389.85
2010-07-18,76.35,93.24812406,104165.96481,165960.0095,309953.5,5460,319.54,1767528.011,15979.7927,12.71749973,390.26
2010-07-25,77.56,90.79952175,124987.89002,-14082.2868,310006.8,5486,323.29,1890140.424,15596.6000,12.62979984,389.82
2010-08-01,78.12,102.04311234,95222.33718,-18585.6599,310060.0,5440,322.87,2242715.951,16333.6197,12.68480015,388.86
2010-08-08,81.79,96.91661077,93578.93222,63373.7381,310104.0,5239,325.94,2164638.509,15276.8835,12.72900009,388.82
2010-08-15,78.17,93.30254714,98774.31610,248784.4514,310148.0,5352,324.49,2129119.375,15676.5751,12.75500011,388.47
2010-08-22,74.84,99.14839083,101277.27489,392987.1357,310192.0,5511,338.74,2311201.305,15265.5044,13.03199959,387.62
2010-08-29,72.91,87.77409114,106020.22649,116356.4675,310236.0,5602,334.81,2004858.146,16779.3880,12.93500042,387.53
2010-09-05,74.02,87.38369081,89244.71586,241399.4687,310280.0,5603,336.01,2052327.279,16006.8378,12.92099953,386.14
2010-09-12,74.82,89.84341169,82654.85418,181514.8199,310332.0,5573,337.35,1911900.470,15448.0460,12.77900028,387.06
2010-09-19,75.62,99.64703212,84837.59329,211606.3828,310384.0,5556,347.95,1859764.014,15840.9087,12.55099964,386.78
2010-09-26,73.76,93.85839075,89567.50677,170328.4348,310436.0,5562,334.90,1896605.876,16312.6123,12.53299999,386.78
2010-10-03,78.41,92.73808533,73350.06873,5864.6724,310488.0,5514,335.67,2295802.631,16039.4738,12.40699959,386.95
2010-10-10,82.29,92.22447223,71155.91587,95976.4935,310525.8,5528,337.46,2369375.009,15534.2244,12.43099976,386.84
2010-10-17,82.16,101.45639596,68455.99552,174644.4594,310563.6,5536,341.72,2560632.083,15827.4620,12.34500027,387.43
2010-10-24,81.15,98.77619314,91661.17256,249482.0544,310601.4,5540,347.10,2675776.418,15720.5772,12.34200001,387.83
2010-10-31,82.03,93.54932475,77640.18050,242888.4273,310639.2,5593,337.29,2270943.865,15485.6112,12.19799995,388.05
2010-11-07,84.93,91.13958834,86203.44329,345021.2201,310677.0,5596,335.84,2510485.520,16042.6191,12.33699989,387.96
2010-11-14,86.91,105.47514288,73382.96812,536039.2122,310722.3,5597,347.10,2452490.077,15037.1392,12.26200008,388.63
2010-11-21,82.23,92.98283194,63861.16057,599020.4903,310767.5,5581,358.45,2532495.281,15526.2135,12.47840023,389.49
2010-11-28,82.28,92.79205598,78983.73295,415961.1784,310812.8,5555,362.54,2059238.063,15129.0396,12.32999992,389.66
2010-12-05,86.75,92.20928910,80059.61902,723786.3654,310858.0,5582,363.05,2276883.798,15887.3876,12.44349957,389.78
2010-12-12,88.50,87.73763350,89654.91901,617030.1089,310899.3,5604,354.78,2400568.957,15268.5188,12.40699959,389.44
2010-12-19,88.27,91.70188198,105569.82652,844068.9948,310940.5,5598,356.66,1965737.930,15969.9734,12.35490036,390.15
2010-12-26,89.66,95.60240769,86887.58199,1039811.2707,310981.8,5575,367.15,2515600.932,15611.6040,12.33160019,389.94
2011-01-02,90.97,85.12385585,88049.03558,982165.5802,311023.0,5598,369.80,1915252.040,15384.7065,12.22999954,391.64
2011-01-09,89.54,91.61319758,99562.75634,1215872.7616,311053.0,5575,365.90,1905317.452,15379.6652,12.03400040,390.76
2011-01-16,91.02,95.37553391,80715.79673,910460.1299,311083.0,5205,388.23,1836387.258,14745.5100,12.05399990,391.52
2011-01-23,89.75,97.67573802,80371.71131,813958.7513,311113.0,5321,384.56,1715751.717,15388.0152,12.20100021,391.37
2011-01-30,86.11,91.16231109,94528.44397,866045.5887,311143.0,5568,384.90,2322771.449,15460.6456,11.97399998,392.07
2011-02-06,89.52,98.56489158,77416.81395,494686.2749,311173.0,5597,385.75,1676667.477,15432.4585,12.02299976,391.44
2011-02-13,85.51,94.63132579,103998.33524,528166.6514,311213.0,5610,384.64,1975418.677,16243.3294,12.02600002,391.65
2011-02-20,84.13,92.59325056,83241.37389,824629.4194,311253.0,5604,393.00,1878040.202,15984.6669,12.11600018,392.05
2011-02-27,95.26,98.97174134,74385.67688,820659.3105,311293.0,5591,389.42,1825272.092,15391.0610,12.00000000,392.06
2011-03-06,101.05,88.97514462,90905.62021,511850.1260,311333.0,5593,389.25,1584774.069,15357.8434,11.91199970,391.88
2011-03-13,103.74,105.91170412,72652.81606,527858.6979,311375.3,5591,399.15,2060638.146,16173.7208,12.03999996,392.49
2011-03-20,99.79,89.89844163,85273.05943,736143.8016,311417.5,5570,381.57,1968977.959,15552.6635,11.98900032,392.89
2011-03-27,104.41,89.38224897,89235.97180,438363.3883,311459.8,5568,401.88,1998756.124,15547.6435,11.83399963,394.00
2011-04-03,105.08,97.53353611,78235.22523,268828.9536,311502.0,5638,413.82,1803672.155,16537.3485,11.72299957,393.00
2011-04-10,109.29,91.53693430,76700.55172,207894.8842,311546.0,5635,399.15,1669601.899,16142.5291,11.65100002,393.08
2011-04-17,107.75,96.13920112,59596.21637,366351.2325,311590.0,5625,393.52,2014477.217,15857.3770,11.58899975,393.55
2011-04-24,109.11,92.36870636,74672.22257,533168.4765,311634.0,5610,393.26,1839234.119,15135.7836,11.49300003,393.31
2011-05-01,112.30,102.83064857,84548.43818,253132.6578,311678.0,5623,386.86,1603168.132,15704.5697,11.61499977,394.14
2011-05-08,105.84,94.79424379,82116.85647,110006.8254,311716.8,5609,376.09,1462974.601,15301.8827,11.73299980,392.89
2011-05-15,99.87,104.06177483,81319.12617,170388.5146,311755.6,5618,377.30,1367954.145,15545.4237,11.63599968,394.91
2011-05-22,97.99,88.29811159,81058.49676,289414.7969,311794.4,5583,365.53,2269074.450,15434.1135,11.60000038,394.85
2011-05-29,99.55,98.48285868,77480.89798,126024.1817,311833.2,5609,358.53,1957709.480,16172.6180,11.65999985,394.19
2011-06-05,100.92,94.27182906,79320.29701,182585.9787,311872.0,5633,358.70,1848651.054,15806.2516,11.89299965,393.49
2011-06-12,100.05,91.18156369,89605.80562,313180.7661,311923.3,5643,353.16,1569392.113,15676.8018,11.90400028,393.79
2011-06-19,95.87,98.67527499,91166.47608,129898.9750,311974.5,5650,376.11,1848244.880,15388.9310,11.89900017,393.54
2011-06-26,92.70,88.36761475,90860.04279,287561.4277,312025.8,5593,387.37,1761013.735,15798.2541,11.61600018,393.45
2011-07-03,93.70,89.09390787,82606.25266,140856.2638,312077.0,5520,385.15,2365369.196,15902.5329,11.62100029,393.50
2011-07-10,97.12,93.57203316,104208.54889,332532.7125,312120.0,5578,395.09,2023005.126,15060.3643,11.71800041,393.29
2011-07-17,96.72,89.16468825,93900.76467,81989.5922,312163.0,5591,398.81,1978255.654,15328.8538,11.64799976,391.32
2011-07-24,98.01,87.39012008,94289.69441,-20844.2668,312206.0,5377,393.86,1644191.378,16434.0781,11.68599987,391.98
2011-07-31,97.83,90.20347671,104859.40589,59311.9311,312249.0,5523,400.43,1808160.059,15718.9356,12.07190037,391.19
2011-08-07,90.85,91.45875445,102369.80455,89408.6297,312292.0,5529,404.78,1703568.815,15863.1204,12.28590012,390.60
2011-08-14,82.86,87.43479726,97598.81554,-51693.0607,312346.3,5561,411.09,2121330.474,15767.4071,12.28899956,390.14
2011-08-21,85.36,93.81924716,112040.54175,-99861.6891,312400.5,5591,394.20,1986201.626,16228.7979,12.44040012,389.39
2011-08-28,85.06,100.72587469,88301.31252,159457.0481,312454.8,5598,393.17,1886242.337,15297.2045,12.41219997,389.52
2011-09-04,88.07,91.33917123,89397.47016,-26713.7615,312509.0,5642,391.81,1871399.565,16152.0600,12.70199966,389.04
2011-09-11,87.91,102.55497804,78218.71177,-116349.8221,312558.8,5083,403.99,1830736.144,15755.9210,13.06929970,389.14
2011-09-18,88.93,92.11425131,69495.73251,105228.8518,312608.5,5747,405.97,1734044.400,16194.3710,13.58199978,389.08
2011-09-25,83.65,93.40241935,86801.04688,84590.5367,312658.3,5756,398.38,2001349.371,15958.9082,13.90699959,388.67
2011-10-02,81.18,94.40906865,78271.15366,163057.0932,312708.0,5800,418.60,1787951.454,16075.8095,13.43799973,388.77
2011-10-09,79.43,88.78584009,77802.89386,463644.6136,312744.2,5878,415.87,2118159.435,16417.9639,13.25699997,388.80
2011-10-16,85.35,94.50447127,82701.01239,375580.9327,312780.4,5891,420.48,1848513.794,15593.0872,13.65900040,389.03
2011-10-23,86.82,99.65992142,67716.77458,152120.1212,312816.6,5876,416.89,1847436.895,15799.3535,13.03649998,389.24
2011-10-30,92.32,106.25197618,62205.51727,166654.2931,312852.8,5818,406.31,1956458.351,16175.0073,13.42899990,389.61
2011-11-06,93.24,91.42697787,48187.48135,533631.4098,312889.0,5846,424.91,1490901.466,16124.0897,13.43500042,389.76
2011-11-13,96.97,103.39661547,63094.02566,-30721.6981,312932.8,5894,418.86,1554057.676,16119.7349,13.74499989,390.44
2011-11-20,99.32,97.02781061,82924.01869,632078.0527,312976.5,5887,415.61,1894162.554,16476.6469,14.14500046,390.51
2011-11-27,96.89,95.85282380,76641.48017,612036.9995,313020.3,5864,417.41,1841043.575,17003.4185,13.50800037,391.15
2011-12-04,99.91,85.41079487,85778.20352,576040.1190,313064.0,5861,420.65,1825934.166,15246.8292,13.57999992,391.36
2011-12-11,100.08,103.84665671,81609.89997,739288.5121,313104.8,5862,404.27,1889267.536,15573.4213,13.80480003,392.01
2011-12-18,96.06,97.93657380,74649.30889,640954.0064,313145.5,5862,404.44,2306351.904,15728.7424,13.84599972,392.35
2011-12-25,97.74,87.20546254,78065.83601,933802.0126,313186.3,5846,424.32,1744228.752,15456.5397,13.94099998,392.20
2012-01-01,99.81,100.83442927,85285.57294,962960.9502,313227.0,5851,414.51,2371265.489,16493.9902,13.74499989,392.96
2012-01-08,102.39,100.85763266,68346.35644,470388.6126,313258.2,5844,410.67,1928401.076,16015.6413,13.60299969,393.37
2012-01-15,100.43,94.74224494,80179.05418,1084407.0418,313289.4,5726,431.40,2026480.564,16121.6768,13.17899990,392.97
2012-01-22,99.95,84.87043842,76905.55614,816679.7711,313320.6,5722,435.92,1890429.131,16108.5517,12.90970039,393.34
2012-01-29,99.35,94.11376050,93781.65924,777408.1039,313351.8,5720,438.40,1809789.991,16234.2863,12.67899990,393.24
2012-02-05,97.80,102.74152988,76417.17032,642971.6449,313383.0,5763,434.81,2348308.995,15537.0940,12.72329998,393.71
2012-02-12,98.56,89.30503745,70792.55691,559166.9818,313423.8,5819,432.76,1912034.616,16876.8085,12.69359970,393.49
2012-02-19,101.73,95.35810782,58044.74833,611162.9242,313464.5,5817,446.76,2023649.253,16302.9858,12.89500046,394.44
2012-02-26,107.18,103.57361360,72527.47442,815498.8086,313505.3,5814,441.98,1933349.245,15517.5616,12.75370026,394.26
2012-03-04,107.52,100.44634344,54362.72333,269738.5322,313546.0,5806,443.52,1887977.183,16105.4307,12.65400028,393.55
2012-03-11,106.32,91.10907088,59680.66590,232786.1150,313587.0,5830,425.15,2147788.242,16297.4069,12.64799976,394.27
2012-03-18,106.15,104.47847356,62184.41367,296925.4450,313628.0,5826,418.77,1572221.089,16291.0067,12.74919987,394.79
2012-03-25,106.41,85.53936338,64436.61914,319664.9732,313669.0,5821,413.31,1969315.669,15489.7000,12.76500034,395.12
2012-04-01,105.12,91.50587306,56275.72861,364879.1183,313710.0,6049,396.42,1740780.180,16404.6709,13.01659966,395.32
2012-04-08,103.52,96.24904544,51442.15465,161724.3420,313744.6,6040,395.31,1639529.403,16184.5640,13.17899990,396.62
2012-04-15,102.55,88.27132171,61185.86999,285118.3951,313779.2,6043,396.16,2151611.816,15844.0428,13.10599995,396.16
2012-04-22,103.15,98.32098899,70204.57123,391736.6715,313813.8,6113,394.03,1769768.327,15580.8267,12.95269966,396.61
2012-04-29,103.78,100.81031139,60129.49924,203845.5713,313848.4,6121,385.15,1914984.509,16244.9288,13.29059982,396.92
2012-05-06,103.47,101.24285766,76145.31237,314784.8902,313883.0,6136,393.77,1882162.967,16246.5675,13.56260014,397.12
2012-05-13,96.98,104.59745319,74414.83060,295366.9227,313930.3,6149,401.71,2203294.757,15940.9360,13.84700012,396.99
2012-05-20,93.11,102.42192328,80847.47680,323516.9324,313977.5,6239,416.13,1762018.089,16348.2457,13.99100018,396.12
2012-05-27,90.88,102.71803716,54592.55926,277403.7729,314024.8,6227,406.48,1892224.058,16047.2399,14.29349995,396.30
2012-06-03,87.06,101.48788211,69668.45785,21290.9863,314072.0,6245,408.19,2009109.148,16702.6044,13.84329987,395.73
2012-06-10,84.43,100.07101433,74041.43366,127476.8181,314122.0,6236,412.37,2352353.248,16280.1563,13.81890011,396.24
2012-06-17,83.27,102.47277073,74282.98091,314564.4459,314172.0,6353,398.12,2041998.625,16057.0153,13.82800007,395.57
2012-06-24,81.11,101.78255237,74597.62451,172524.7738,314222.0,6257,398.98,1964460.833,15773.4179,13.25660038,395.25
2012-07-01,80.23,103.11360804,96337.04814,194184.0372,314272.0,6094,411.09,2098734.107,16030.1460,13.40970039,394.96
2012-07-08,85.74,101.92045554,89010.35666,319003.1951,314315.4,6249,406.83,1830324.949,16423.7318,13.29189968,394.36
2012-07-15,85.78,93.60803967,80058.67250,337569.3807,314358.8,6245,414.51,2175548.832,16331.9283,13.35120010,394.47
2012-07-22,90.34,103.26613529,97902.89433,189182.1880,314402.2,6364,420.14,1665137.463,16487.7803,13.22379971,394.08
2012-07-29,88.88,93.02137596,87632.91445,232910.0995,314445.6,6320,427.56,1616386.260,15754.7608,13.10680008,393.43
2012-08-05,89.10,103.68557796,82156.11186,242840.3600,314489.0,6218,424.49,2306739.699,15482.4177,13.09360027,393.24
2012-08-12,93.14,98.31994151,96612.74780,92994.5195,314542.5,6181,428.41,1673288.251,16216.0751,13.13210011,392.49
2012-08-19,94.43,99.89923182,92344.11764,253330.6808,314596.0,6246,427.56,2148469.035,15871.5569,13.17210007,391.36
2012-08-26,96.22,87.08124169,76590.38729,128258.3325,314649.5,6258,424.74,2270167.006,15686.4227,13.20330048,391.79
