week,crude_oil,cpi,coal_consumption,ngas_consumption,us_pop,oil_production,cattle_index,tree_cover_loss,us_real_gdp,usd_mex_exrate,co2
2016-05-08,44.22,97.58266035,44563.22802,403277.5579,322905.8,8802,410.10,2553233.189,17488.6235,18.18650055,407.86
2016-05-15,45.44,104.24113332,40940.36057,273624.2269,322944.6,8791,405.20,2328422.451,17981.8741,18.36730003,407.31
2016-05-22,47.99,95.06155566,38207.16288,534153.1737,322983.4,8767,400.85,2620150.660,18198.8266,18.45070076,408.33
2016-05-29,48.72,104.58294394,62556.48342,194434.4137,323022.2,8735,397.35,2187806.680,18011.2309,18.63232994,407.47
2016-06-05,49.00,99.74313750,52139.83336,-18150.0522,323061.0,8745,402.05,2739960.649,16607.9411,18.61264992,406.87
2016-06-12,50.18,96.88125342,63531.91815,-34181.7508,323112.0,8716,400.51,2762203.610,17534.9025,18.73238945,407.21
2016-06-19,47.89,111.34008729,49877.20620,77864.2515,323163.0,8677,384.13,2705711.494,18311.8521,18.97114944,406.67
2016-06-26,48.71,116.20302946,69161.39638,123259.2885,323214.0,8622,378.41,2666707.121,18449.1265,18.38892937,405.99
2016-07-03,48.17,94.17109721,78784.83353,120965.2362,323265.0,8428,385.58,2559686.028,17505.7044,18.49839020,405.57
2016-07-10,46.17,109.30446205,76541.54296,-99861.7864,323306.6,8485,383.09,2425729.543,18394.4197,18.54706001,404.50
2016-07-17,45.60,106.36643735,81149.06172,362637.6935,323348.2,8494,374.91,2869887.085,17724.8917,18.53989983,403.41
2016-07-24,44.44,95.69653923,81360.00446,-108160.5494,323389.8,8515,368.86,2248219.117,17831.7647,18.75528908,403.85
2016-07-31,41.83,104.52241144,88747.48180,529.6372,323431.4,8460,381.31,2518295.248,18051.6997,18.75411987,403.49
2016-08-07,40.82,98.66619027,65711.68289,-68331.0692,323473.0,8445,394.28,2366957.541,17398.3169,18.22260094,402.90
2016-08-14,43.11,99.83124883,81573.26437,212391.1335,323524.8,8597,390.87,2845788.533,17654.9682,18.24740028,401.87
2016-08-21,47.16,100.80471779,72232.31641,445452.7155,323576.5,8548,376.28,2382529.883,17962.4582,18.57929993,401.89
2016-08-28,47.05,104.42996997,74297.80042,-127875.5976,323628.3,8488,362.97,2521007.887,17882.5825,18.55050087,400.97
2016-09-04,45.11,108.85940728,71091.96777,-84169.3867,323680.0,8458,346.76,2321810.905,17399.4805,18.87229919,400.99
2016-09-11,45.96,107.67072739,60759.95975,180729.9879,323729.0,8493,357.00,2336478.608,17899.3117,19.58482933,401.35
2016-09-18,44.34,108.26429633,67028.70474,87902.9607,323778.0,8512,368.77,2758992.070,17637.1566,19.79110909,400.89
2016-09-25,44.59,89.69585572,67480.98401,216569.1547,323827.0,8497,364.68,2720172.601,17167.3776,19.39450073,400.75
2016-10-02,46.55,99.10455506,63527.81909,-16809.8664,323876.0,8467,341.72,2518588.268,17541.9293,18.98312950,400.94
2016-10-09,49.48,100.48053193,50496.89848,379969.8066,323911.2,8450,351.71,2337508.053,18064.2667,19.00621033,401.59
2016-10-16,50.29,93.62533618,58800.66146,347128.8071,323946.4,8464,332.59,2560344.459,16979.5390,18.61212921,401.67
2016-10-23,50.56,93.69436052,43032.93867,120813.1274,323981.6,8504,347.70,2529022.077,17903.0182,19.00522041,402.16
2016-10-30,49.36,101.13179234,56908.05285,7795.7629,324016.8,8522,356.14,2555498.996,17872.0240,18.58354950,402.80
2016-11-06,45.51,109.35451218,37387.88162,534875.9411,324052.0,8692,350.60,2501327.132,18341.4276,20.86075020,402.81
2016-11-13,44.61,94.34899153,46450.72583,241247.3032,324093.0,8681,362.80,2715561.990,18040.6766,20.64653015,403.60
2016-11-20,45.15,102.33993033,45873.85584,194916.9962,324134.0,8690,371.50,2701354.578,17762.1717,20.63520050,404.00
2016-11-27,47.25,110.72417945,47592.98140,591962.5802,324175.0,8699,382.94,2655521.732,17976.6083,20.70364952,404.57
2016-12-04,48.63,109.93093911,60612.74321,754302.6311,324216.0,8697,371.59,2754244.493,17619.2947,20.31481934,403.90
2016-12-11,50.97,98.79612359,64006.16051,658312.2991,324252.5,8796,377.22,2494836.332,18226.1402,20.43874931,404.83
2016-12-18,51.91,104.36169875,65114.10688,807887.2162,324289.0,8786,393.69,2607992.543,18477.6994,20.58772087,404.43
2016-12-25,51.95,104.02295990,60259.89234,1109413.2650,324325.5,8766,396.93,2614242.105,17886.7943,20.63484955,404.77
2017-01-01,53.60,107.18540227,67448.18872,748110.8710,324362.0,8770,396.08,1927714.458,18106.7128,21.24279976,405.95
2017-01-08,53.34,100.88214592,60733.30092,823785.7352,324388.4,8946,391.89,2025753.348,18351.0496,21.50510979,406.02
2017-01-15,52.07,100.17127880,69661.72861,737884.8692,324414.8,8944,402.47,2287619.588,18127.7393,21.51429939,406.22
2017-01-22,51.82,102.63696611,60874.01745,865518.0933,324441.2,8961,406.06,1917208.667,17449.3723,20.90870094,406.52
2017-01-29,52.74,105.97866260,63631.99755,749283.5554,324467.6,8915,400.43,1998073.916,17992.1701,20.38360023,406.24
2017-02-05,53.33,103.77691777,57263.10732,670803.8650,324494.0,8978,394.62,2239353.480,18252.3005,20.32247925,406.07
2017-02-12,52.88,100.91812235,43609.02935,717801.5196,324528.5,8977,386.18,2083618.386,18131.4901,20.44639969,405.95
2017-02-19,53.22,105.59149664,59461.03999,681772.1031,324563.0,9001,392.24,2544068.227,16698.2064,19.90309906,406.98
2017-02-26,54.03,105.14408099,57970.66729,635694.4157,324597.5,9032,392.32,2010643.297,17485.9312,19.56236076,407.41
2017-03-05,53.56,101.10828751,64802.80812,329160.7272,324632.0,9088,395.82,2271494.935,18506.3788,19.60124969,406.15
2017-03-12,50.50,98.79856273,65943.66805,434107.0089,324669.8,9109,373.79,2224691.184,17851.7895,19.07290077,407.10
2017-03-19,48.03,104.88388649,39610.83524,516139.9829,324707.5,9129,374.32,2099469.978,17783.9718,18.77909088,406.82
2017-03-26,47.28,102.20012018,51157.15652,423598.5876,324745.3,9147,385.15,2444659.246,16785.3275,18.70590973,408.41
2017-04-02,49.14,106.11032515,53827.53743,129633.9640,324783.0,9199,378.41,2364375.117,18680.6043,18.65654945,407.64
2017-04-09,51.26,106.47100107,43899.55504,245856.8508,324815.2,9235,381.57,2063342.179,18316.8263,18.50374985,408.84
2017-04-16,53.19,116.68882784,49044.74852,447553.9478,324847.4,9252,391.47,2448891.062,18362.3390,18.62520027,409.65
2017-04-23,51.09,106.12017725,49209.13394,76344.2581,324879.6,9265,398.29,2480607.245,18210.9151,18.81575966,409.97
2017-04-30,49.12,103.58980786,37330.07990,286494.8704,324911.8,9293,423.29,2320791.424,17470.0782,18.94450951,409.20
2017-05-07,47.21,108.60741757,50205.90247,257638.7331,324944.0,9314,437.88,2685033.186,18288.4234,18.77555084,409.32
2017-05-14,47.04,91.53464959,49074.17669,389105.6166,324987.3,9305,415.61,2146130.646,18866.4595,18.71710014,410.40
2017-05-21,49.24,98.11326699,58356.79545,193475.3375,325030.5,9320,413.14,2642426.562,17617.1094,18.48913956,410.00
2017-05-28,50.21,104.84047504,48654.44788,125582.3454,325073.8,9342,405.97,2656163.846,18567.8127,18.71669960,409.57
2017-06-04,48.48,110.85945919,56817.49795,160157.7741,325117.0,9318,430.20,2414505.469,18165.2379,18.13973045,409.69
2017-06-11,46.57,101.87926032,68858.63030,138414.5309,325161.8,9330,422.70,2486969.272,18276.3884,17.92725945,409.43
2017-06-18,45.30,98.85982180,54007.06951,260874.3561,325206.5,9350,403.33,1859441.248,18581.0270,18.00250053,408.32
2017-06-25,43.09,113.52008307,56957.90678,216373.6448,325251.3,9250,393.43,2288405.768,18239.1484,18.08835030,407.76
2017-07-02,44.63,108.91106405,63311.63049,323268.5148,325296.0,9338,396.93,2416527.872,17877.0619,18.08136940,408.07
2017-07-09,44.96,103.20998783,73687.12254,74748.6643,325332.0,9397,391.72,2291878.580,18361.6845,17.57366943,407.06
2017-07-16,45.51,100.04796998,68853.96054,155858.6879,325368.0,9429,404.69,2499201.787,17384.1127,17.63681030,406.81
2017-07-23,46.41,107.87172623,77192.78829,393558.0236,325404.0,9410,400.68,2215122.396,17890.0020,17.75959969,406.73
2017-07-30,48.27,108.36407716,71552.59148,219707.1231,325440.0,9430,383.70,2479547.219,18007.1977,17.85713005,406.47
2017-08-06,49.52,94.85718702,69968.03690,174096.0585,325476.0,9423,389.42,2613254.290,18039.1759,17.81459999,405.53
2017-08-13,49.08,104.01857813,72899.50610,351299.5015,325520.3,9502,366.55,2268163.979,17934.4431,17.71843910,405.20
2017-08-20,47.52,100.55236497,55203.43694,145223.0192,325564.5,9528,361.43,2146083.155,17886.2793,17.61630058,404.54
2017-08-27,47.68,107.15006688,90946.14156,110694.2656,325608.8,9530,364.93,2031125.970,18740.8948,17.81296921,404.20
2017-09-03,46.68,108.09716352,65965.89355,-37868.2542,325653.0,8781,358.87,2298145.579,17888.8643,17.73035049,403.69
2017-09-10,48.58,95.55726638,68331.29283,-109029.6883,325694.8,9353,370.07,2672821.845,18023.1615,17.62199974,403.68
2017-09-17,49.07,105.02567224,58681.29297,300396.2297,325736.5,9510,385.07,2324215.975,18692.5912,17.73690033,403.05
2017-09-24,50.12,100.67729873,66900.84911,78771.5717,325778.3,9547,400.77,2464815.096,17874.2226,18.12639999,402.76
2017-10-01,51.77,103.22694047,54434.75412,304457.6086,325820.0,9561,393.34,1918518.513,18181.9979,18.56889915,402.95
2017-10-08,50.23,113.27644389,57839.20997,195223.9312,325849.6,9480,399.06,1942280.930,18612.4545,18.92604065,403.41
2017-10-15,50.77,97.63793535,55498.24918,277336.0548,325879.2,8406,399.74,2061714.516,19141.2786,18.99080086,403.95
2017-10-22,51.74,105.64680963,63117.81293,-42383.8065,325908.8,9507,397.95,1822597.697,18424.3440,19.15549088,404.00
2017-10-29,52.51,100.00981562,56109.55045,218811.9466,325938.4,9553,412.37,2294488.845,18070.9784,19.16699982,404.15
2017-11-05,54.59,108.86362658,54865.51575,709696.4411,325968.0,9620,434.47,2265610.060,18720.8959,19.10588074,404.25
2017-11-12,57.05,99.10971049,64644.02209,149004.3920,326001.0,9645,428.38,2016013.382,18752.6350,18.94251060,405.07
2017-11-19,55.81,105.37298400,56431.58188,603787.4711,326034.0,9658,425.51,2055286.506,18368.3602,18.54879951,406.12
2017-11-26,57.47,102.23401442,47581.76912,334383.2168,326067.0,9682,425.17,2128984.856,19008.4118,18.65320015,406.33
2017-12-03,57.81,103.26772892,59432.80631,726653.7355,326100.0,9707,416.30,2225842.077,19125.1939,18.94915009,406.74
2017-12-10,56.92,103.06006015,64514.93057,841674.5059,326123.2,9780,403.75,2000037.312,18257.7188,19.12096977,406.55
2017-12-17,57.17,101.58749959,50955.05215,793321.4098,326146.4,9789,413.05,2066396.420,18995.5023,19.69985008,406.84
2017-12-24,57.87,99.87644157,51137.14267,791607.9323,326169.6,9754,404.69,2070628.921,19065.5548,19.63999939,407.21
2017-12-31,59.88,97.08103327,58669.23455,842611.9725,326192.8,9782,414.85,1879363.949,17718.1470,19.18301010,407.37
2018-01-07,61.36,106.04026812,68005.96658,981508.3889,326216.0,9492,407.00,2344760.056,18267.8501,18.97929955,408.14
2018-01-14,63.26,94.33708952,65910.61686,966129.1349,326242.8,9750,407.68,2018475.654,18236.4320,18.58536911,407.89
2018-01-21,63.77,108.59320573,59786.66445,1029007.3732,326269.5,9878,418.86,1800297.431,18925.4586,18.47559929,408.27
2018-01-28,65.14,101.54738795,65113.18456,1074937.2700,326296.3,9919,425.34,2253779.721,18246.4910,18.63509941,407.88
2018-02-04,65.32,110.31121796,58176.06947,800607.2301,326323.0,10251,430.46,2364781.966,18881.1816,18.69050026,408.20
2018-02-11,62.01,103.17596153,56036.58473,906392.2499,326351.5,10271,421.93,2195322.431,18415.6933,18.47430038,408.37
2018-02-18,60.56,106.57668958,36268.82350,576974.0698,326380.0,10270,435.67,2485899.182,19019.4009,18.56204987,408.45
2018-02-25,62.47,101.70146430,40451.21251,764038.8462,326408.5,10283,426.11,2145395.257,18325.4978,18.82469940,408.90
2018-03-04,62.07,108.03751239,48504.44096,397659.1903,326437.0,10369,416.98,1943703.600,18592.8943,18.60840034,409.83
2018-03-11,61.65,104.49804845,69454.81552,552245.4055,326468.5,10381,402.15,1902681.770,18580.8023,18.69000053,408.71
2018-03-18,61.28,96.49760967,51024.04926,538527.2180,326500.0,10407,381.40,1971754.490,18561.5828,18.49049950,409.12
2018-03-25,64.11,110.53015498,51234.09864,855751.1058,326531.5,10433,362.46,2078117.130,18998.2593,18.18379974,410.02
2018-04-01,64.97,110.72227824,33589.10286,301989.6386,326563.0,10460,350.09,1857200.354,19305.5506,18.27400017,409.19
2018-04-08,63.07,103.02739614,53919.60256,565085.5028,326590.2,10525,349.23,1502162.231,17377.3369,18.03039932,409.45
2018-04-15,66.02,101.48242576,44274.06583,191441.8364,326617.4,10540,353.75,1953390.750,19365.9593,18.51510048,411.05
2018-04-22,67.55,106.93612396,32635.20926,371162.4332,326644.6,10586,354.01,2015722.071,17774.8284,18.60169983,411.68
2018-04-29,67.91,94.41468470,45817.74866,266623.6053,326671.8,10619,365.19,2013732.004,18487.7412,19.04590034,409.66
2018-05-06,68.38,101.36168944,60781.14085,419340.5308,326699.0,10703,361.95,1933573.567,19639.7504,19.40740013,411.06
2018-05-13,70.56,97.22412756,49918.04724,136980.9756,326736.0,10723,356.40,2154453.847,18025.3257,19.93779945,411.87
2018-05-20,71.30,103.91036490,50414.08596,147709.4478,326773.0,10725,335.24,2423805.461,18867.5384,19.52799988,411.45
2018-05-27,70.98,102.12602654,33948.14948,225617.3690,326810.0,10769,349.15,2231055.866,18911.8709,19.92510033,411.41
2018-06-03,66.96,108.83519395,55164.74265,-49500.3353,326847.0,10800,353.67,2395921.991,18618.2736,20.27540016,410.94
2018-06-10,65.35,104.57635543,54757.58666,70937.5737,326886.5,10900,361.01,2162477.631,18686.6277,20.61300087,411.16
2018-06-17,66.21,109.44955628,62663.10870,447415.2092,326926.0,10900,357.59,1980133.949,18564.3498,20.31030083,410.36
2018-06-24,66.32,114.90947716,68743.33905,73735.5023,326965.5,10900,361.43,2167860.891,18134.2876,19.89730072,410.56
2018-07-01,74.03,102.82544685,53224.35282,259766.9660,327005.0,10900,364.25,2156795.174,18936.1973,19.03000069,409.38
2018-07-08,73.73,105.38659824,57975.78271,-228803.7217,327037.4,10900,363.05,2417399.638,18529.5764,18.87229919,409.15
2018-07-15,71.96,104.11786559,68800.77616,-18320.7551,327069.8,11000,366.47,1894465.756,18380.1276,19.00839996,408.54
2018-07-22,68.95,103.08893484,65866.29560,68484.8072,327102.2,11000,376.28,2220952.700,17966.0990,18.61330032,408.28
2018-07-29,70.01,109.86398637,72395.90133,1508.7925,327134.6,10900,377.05,1978204.764,18798.9745,18.54100037,407.46
2018-08-05,69.46,105.56297644,53078.80581,-191217.2211,327167.0,10800,382.25,2178847.260,18759.8945,18.89620018,407.23
2018-08-12,67.90,109.64403769,81981.10225,310597.2435,327207.3,10900,372.87,1790387.685,18967.1524,18.87849998,407.07
2018-08-19,66.15,113.35920200,56482.37825,116254.5503,327247.5,11000,378.41,1910875.370,19542.0624,19.00620079,406.84
2018-08-26,68.10,105.28835296,59655.52361,92271.4591,327287.8,11000,364.16,2058809.988,19570.1903,19.06909943,406.11
2018-09-02,69.66,104.30762456,55799.67808,420446.1010,327328.0,11000,371.25,2259556.843,19063.8441,19.30769920,405.49
2018-09-09,68.51,104.42858821,55570.09574,192928.0059,327357.8,10900,375.26,2450305.590,18289.0908,18.83009911,405.39
2018-09-16,68.96,104.73012060,58878.53416,316842.1583,327387.6,11000,400.00,2159669.145,19233.9023,18.81410027,405.69
2018-09-23,70.28,107.60514620,67689.56463,74655.7375,327417.4,11100,404.27,1921338.700,19493.1853,18.70289993,405.55
2018-09-30,72.84,115.80877681,56651.60822,227807.3063,327447.2,11100,405.63,2101924.638,18860.8207,18.80879974,405.50
2018-10-07,75.13,114.50333209,46246.30629,417439.9374,327477.0,11200,403.24,2087763.677,19158.9423,18.97596931,405.58
2018-10-14,72.96,102.16368517,65857.54871,317870.8747,327509.5,10900,396.50,2170437.508,19478.4272,19.14049911,406.01
2018-10-21,70.24,115.07733701,56941.63456,79308.9822,327542.0,10900,398.55,2516658.592,18614.7266,19.34650040,406.62
2018-10-28,67.43,102.98987848,47256.94527,166918.0090,327574.5,11200,404.10,2140493.633,18968.2953,19.99810028,406.48
2018-11-04,65.06,105.15254016,53153.94326,260200.2818,327607.0,11600,399.57,2601758.088,19468.3849,20.12439919,406.99
2018-11-11,61.57,109.63435804,49534.64708,465278.3850,327635.8,11700,397.64,2029697.800,19497.7577,20.15460014,408.73
2018-11-18,56.92,114.60964500,60444.37419,598198.8111,327664.5,11700,408.62,2323146.143,17875.7452,20.39649963,408.59
2018-11-25,54.99,101.78543231,47475.44176,517937.4403,327693.3,11700,412.71,2306224.715,19270.5500,20.38220024,408.39
2018-12-02,51.01,105.21540567,60863.51370,641532.0722,327722.0,11700,411.26,2502069.645,19010.7937,20.33359909,408.49
2018-12-09,52.63,107.52900463,60696.71582,902101.3924,327742.4,11600,414.76,2151183.587,18821.0911,20.27269936,409.40
2018-12-16,51.54,97.44173732,50250.12795,719592.5056,327762.8,11600,417.75,2187786.194,18570.0561,19.92749977,409.31
2018-12-23,46.98,102.90236883,60788.60766,824668.8700,327783.2,11700,418.77,2173224.074,17973.3654,19.65200043,409.14
2018-12-30,45.22,103.25758160,41405.74745,811559.3199,327803.6,11700,423.81,2324854.658,18982.0841,19.40660095,409.60
2019-01-06,47.00,105.04440626,63372.59102,920167.3325,327824.0,11700,416.13,2312162.324,18379.0867,19.12470055,410.67
2019-01-13,50.78,107.75342896,71370.00114,974876.2670,327848.3,11900,430.36,2251552.535,19307.2772,18.99539948,410.35
2019-01-20,51.92,106.37477468,58063.34840,844803.4724,327872.5,11900,434.73,2551387.589,18224.1721,19.01329994,411.98
2019-01-27,52.88,104.72152687,69000.94295,980210.3203,327896.8,11900,432.94,1988922.836,18026.7771,19.08580017,411.02
2019-02-03,53.63,106.90626775,53373.36073,794619.0604,327921.0,11900,430.97,2050633.112,18414.4313,19.07418060,411.62
2019-02-10,53.53,105.82129114,44775.37062,927114.6950,327947.0,11900,436.60,2156871.343,18449.1124,19.22780037,412.40
2019-02-17,53.88,99.66828087,31575.14708,932689.1768,327973.0,12000,434.04,2281646.959,18325.9153,19.13030052,410.98
2019-02-24,56.74,95.66984602,41420.10486,1051576.2394,327999.0,12100,439.85,2569276.695,18967.1303,19.25219917,412.40
2019-03-03,56.12,109.41905704,43865.83056,528798.7194,328025.0,12100,442.15,2200433.790,18324.0293,19.47839928,412.16
2019-03-10,56.35,116.60335020,46931.20304,668624.8995,328048.0,12000,430.67,2238360.384,18927.3807,19.29859924,412.16
2019-03-17,57.81,105.72944693,44881.84156,595564.0687,328071.0,12100,416.13,2058586.871,19380.8605,18.85000038,411.82
2019-03-24,59.44,104.56272236,44873.86686,494685.7163,328094.0,12100,421.50,2032050.041,18395.2259,19.41510010,411.32
2019-03-31,59.49,111.85633363,45347.54761,637763.1072,328117.0,12200,406.14,1956172.406,19236.6542,19.14679909,412.19
2019-04-07,62.36,107.14949804,28154.38161,387565.5903,328140.0,12200,410.75,1699596.887,18883.0618,18.74160004,413.14
2019-04-14,64.10,98.91873838,41318.72424,405916.4991,328171.8,12100,414.51,1967574.020,18619.0337,18.78709984,413.60
2019-04-21,63.80,101.19744666,46827.22382,303674.7328,328203.5,12200,418.69,2160908.680,18843.6272,19.02268028,413.77
2019-04-28,65.28,101.90482840,45771.58510,298118.1228,328235.3,12300,392.66,1952739.170,18560.9799,19.11319923,414.29
2019-05-05,62.90,104.64910249,48861.08506,308988.4316,328267.0,12200,387.12,1652507.698,19549.7420,19.22551918,414.32
2019-05-12,61.81,106.73116092,56805.31391,346216.9191,328301.3,12100,374.10,1463359.156,18708.5699,19.09919930,415.40
2019-05-19,62.10,108.44323570,50082.93155,102678.4510,328335.5,12200,371.76,1868394.289,18134.7686,19.02669907,414.74
2019-05-26,60.72,110.74353075,54798.82646,253335.0497,328369.8,12300,368.43,1712693.821,18930.3781,19.52503967,414.30
2019-06-02,56.93,109.02181557,54389.96141,123251.5396,328404.0,12400,351.79,2005753.267,19653.1354,19.67428017,414.39
2019-06-09,52.97,105.35504917,49606.92483,281175.4654,328435.4,12300,352.56,1846168.361,19269.8355,19.18110085,414.08
2019-06-16,52.52,113.87689569,36729.78985,179761.8549,328466.8,12200,355.89,2255868.117,18682.3790,18.98889923,413.86
2019-06-23,54.75,114.06887039,34178.71753,18650.1544,328498.2,12100,348.89,1960773.173,18896.4601,19.17284966,413.41
2019-06-30,58.38,115.14190826,60599.03161,189659.6191,328529.6,12200,356.14,1982828.847,19117.1014,18.99679947,413.42
2019-07-07,57.32,115.26355744,65466.04337,254706.6694,328561.0,12300,365.19,1932792.065,19252.6464,18.97330093,412.08
2019-07-14,59.02,113.48611855,50741.51594,74085.5864,328603.3,12000,375.34,2104924.601,18672.4667,18.95669937,412.14
2019-07-21,56.74,103.28804234,61864.84028,-4884.1552,328645.5,11300,370.31,1847790.350,19227.0202,19.02619934,410.84
2019-07-28,56.05,109.94270532,56936.09625,164615.9228,328687.8,12200,375.09,2046533.472,18336.8472,19.21030045,410.06
2019-08-04,56.55,108.86752020,55734.17256,83467.8021,328730.0,12300,368.00,2171491.633,19290.8821,19.42765045,410.34
2019-08-11,53.28,102.14482444,45827.01037,-100195.2030,328771.8,12300,364.33,1941849.351,19324.7427,19.59860039,410.27
2019-08-18,55.31,111.81019990,60740.23683,29496.8297,328813.5,12300,334.64,1992405.884,19543.9840,19.79969978,409.57
2019-08-25,55.50,101.53506711,73227.24845,173544.3741,328855.3,12500,339.25,2155623.762,19292.3202,20.12080002,409.44
2019-09-01,55.21,101.24158282,54570.74146,322540.3171,328897.0,12400,337.63,2344205.733,19149.1158,19.70569992,408.81
2019-09-08,55.73,104.45144603,55187.18454,109042.2403,328928.4,12400,323.81,2572886.936,20071.9638,19.55550003,408.59
2019-09-15,56.16,111.04663757,59366.54412,84400.2305,328959.8,12400,356.23,2172918.758,18151.6651,19.52530003,408.50
2019-09-22,59.33,106.25679897,52367.92047,28159.1583,328991.2,12500,358.87,1903728.949,19399.9534,19.49510002,408.32
2019-09-29,56.90,109.18573784,65268.76841,162000.1382,329022.6,12400,377.39,2122995.999,18752.7260,19.46490002,407.96
2019-10-06,53.12,111.13178676,30804.43462,239502.9040,329054.0,12600,378.07,2480381.700,19310.0170,19.43470001,408.38
2019-10-13,53.27,111.58959780,43079.35374,233269.0146,329088.3,12600,382.76,2349895.073,19376.4518,19.17980003,408.62
2019-10-20,53.49,104.66858304,48906.64348,16297.4089,329122.5,12600,387.80,2098578.836,19516.2100,19.04669952,408.72
2019-10-27,55.20,109.33052555,40890.41429,200989.8570,329156.8,12600,396.16,2498515.052,19073.4334,19.09670067,409.29
2019-11-03,55.17,106.09428675,36835.30379,534206.3412,329191.0,12600,407.94,2102514.143,19528.1182,19.12159920,409.90
2019-11-10,56.69,114.79042928,52566.66462,755925.7688,329221.8,12800,414.88,2227910.101,19754.4389,19.17989922,410.19
2019-11-17,56.85,116.69401283,47733.46611,683933.6091,329252.5,12800,426.54,2214280.102,19405.7312,19.36660004,410.19
2019-11-24,56.90,108.26096053,43598.99677,768265.7923,329283.3,12900,422.70,2080980.180,19579.8665,19.53520012,410.72
2019-12-01,58.07,112.08470950,43325.23094,606011.7971,329314.0,12900,430.72,2173871.578,19477.3091,19.28669930,411.07
2019-12-08,57.64,109.47120499,39751.66796,828666.4868,329335.8,12800,426.54,2458219.683,19750.1111,18.99749947,411.32
2019-12-15,59.25,108.18341101,48847.79099,751921.3538,329357.6,12800,435.32,1946025.679,20106.3904,18.93849945,411.89
2019-12-22,60.75,108.70798824,50008.88542,591593.7371,329379.4,12900,429.35,2230631.393,20396.2701,18.84469986,412.21
2019-12-29,61.29,105.72584418,49428.07791,614629.4116,329401.2,12900,432.42,2124357.069,18812.8854,18.91130066,412.99