week,crude_oil,cpi,us_pop,public_roads,us_urban_pop,oil_production,djus_auto_index,auto_sales,us_real_gdp,usd_mex_exrate,gasoline
2009/1/4,42.4,93.26217751,306035,4059352,244607104,4935,83.77,10.5357317,14476.2498,13.65769958,1.684
2009/1/11,44.46,91.81716915,306085.5,4059506.692,244658433.9,4917,83.06,8.3471243,16075.1555,13.89949989,1.784
2009/1/18,36.73,91.12247455,306136,4059661.385,244709763.8,5052,74.02,8.5740112,15137.1916,14.02509975,1.847
2009/1/25,42.15,87.88814217,306186.5,4059816.077,244761093.7,5045,64.56,8.9619346,15155.344,14.25570011,1.838
2009/2/1,42.7,82.71526479,306237,4059970.769,244812423.6,5235,62.59,9.3488765,15538.1713,14.11919975,1.892
2009/2/8,40.78,93.36764893,306287.3,4060125.462,244863753.5,5327,68.81,9.4859761,15471.4008,14.51669979,1.926
2009/2/15,36.94,88.78971695,306337.5,4060280.154,244915083.4,5323,64.63,9.1676046,14543.0576,14.7816,1.964
2009/2/22,37.15,97.86912526,306387.8,4060434.846,244966413.3,5300,56.43,11.9039,14784.8645,15.33180046,1.909
2009/3/1,41.1,81.81577662,306438,4060589.538,245017743.2,5373,57.12,10.1117351,15104.8933,15.16699982,1.934
2009/3/8,43.18,90.42459927,306479.4,4060744.231,245069073.1,5401,47.91,9.7210142,15138.5438,14.6239996,1.941
2009/3/15,45.66,89.68480464,306520.8,4060898.923,245120403,5414,57.21,8.308458,15889.1075,14.03299999,1.91
2009/3/22,49.49,93.59348474,306562.2,4061053.615,245171732.9,5432,65.02,10.6221963,15121.949,14.33880043,1.962
2009/3/29,52.99,105.508484,306603.6,4061208.308,245223062.8,5480,71.65,7.6269498,15312.9473,13.54179955,2.046
2009/4/5,50.34,97.28367711,306645,4061363,245274392.8,5469,79.32,9.3045116,15389.4132,13.13000011,2.037
2009/4/12,50.46,79.21638417,306699.5,4061517.692,245325722.7,5482,88.05,8.4537849,14744.1587,13.09780025,2.051
2009/4/19,49.86,95.22345837,306754,4061672.385,245377052.6,5421,89.79,9.1553834,14624.3705,13.55049992,2.059
2009/4/26,47.8,90.47665312,306808.5,4061827.077,245428382.5,5269,100.31,9.9355661,15090.7143,13.72599983,2.049
2009/5/3,50.2,83.20526212,306863,4061981.769,245479712.4,5280,103.88,9.8826087,15989.9409,13.02280045,2.078
2009/5/10,55.96,85.39193122,306908.4,4062136.462,245531042.3,5306,109.85,9.6697786,15506.4052,13.23009968,2.24
2009/5/17,57.94,83.63227443,306953.8,4062291.154,245582372.2,5352,97.48,12.1496649,13937.4647,13.18200016,2.309
2009/5/24,60.32,93.41638706,306999.2,4062445.846,245633702.1,5364,97.21,9.7989866,15393.4521,13.13599968,2.435
2009/5/31,64.32,93.09397734,307044.6,4062600.538,245685032,5358,102.71,10.1651066,15139.8865,13.23859978,2.524
2009/6/7,68.11,81.71419687,307090,4062755.231,245736361.9,5358,110.96,9.3332793,14824.8775,13.39430046,2.624
2009/6/14,70.85,86.21467252,307148,4062909.923,245787691.8,5273,108.14,10.0187922,15951.949,13.35550022,2.672
2009/6/21,70.62,87.40114379,307206,4063064.615,245839021.7,5257,103.45,8.1078136,15510.0064,13.2130003,2.691
2009/6/28,68.58,101.0377775,307264,4063219.308,245890351.6,5163,103.11,11.0278534,15441.2667,13.28989983,2.642
2009/7/5,69.32,90.17048156,307322,4063374,245941681.5,5171,104.07,12.0711938,14318.1102,13.67570019,2.612
2009/7/12,61.48,90.0724046,307384,4063528.692,245993011.4,5171,100.98,10.7439899,15632.4616,13.3380003,2.528
2009/7/19,61.29,84.31702617,307446,4063683.385,246044341.3,5176,110.49,8.6067465,14560.4431,13.18700027,2.463
2009/7/26,65.28,95.57834986,307508,4063838.077,246095671.2,5107,122.9,12.8737034,15250.1881,13.17800045,2.503
2009/8/2,67.03,86.47059764,307570,4063992.769,246147001.1,5246,132.89,15.1323109,15728.7843,12.9684,2.557
2009/8/9,71.58,85.09947302,307621.2,4064147.462,246198331,5172,135.59,15.5751287,15456.0037,12.85499954,2.647
2009/8/16,69.64,96.7047074,307672.4,4064302.154,246249660.9,5169,131.37,15.1020776,15473.4785,12.82479954,2.637
2009/8/23,70.8,91.8051863,307723.6,4064456.846,246300990.8,5173,131.97,14.0140785,15673.6288,13.23950005,2.628
2009/8/30,72.37,96.10027591,307774.8,4064611.538,246352320.7,5244,129.77,15.3472252,14918.9904,13.37150002,2.613
2009/9/6,68.39,99.27969399,307826,4064766.231,246403650.6,5266,127.28,8.6323441,14657.4655,13.33199978,2.588
2009/9/13,70.91,88.77604432,307887.3,4064920.923,246454980.5,5304,131.47,9.5634503,15234.8004,13.2421999,2.577
2009/9/20,71.32,84.00207811,307948.5,4065075.615,246506310.4,5300,130.15,10.3617968,15495.1688,13.56200027,2.552
2009/9/27,68.33,98.92698663,308009.8,4065230.308,246557640.3,5375,127.01,9.5126108,15632.2362,13.60849953,2.499
2009/10/4,68.84,98.00536291,308071,4065385,246608970.3,5360,120.95,11.1480943,15510.5532,13.27540016,2.468
2009/10/11,70.8,78.29153384,308125.5,4065539.692,246660300.2,5377,130.96,11.3814092,14646.604,13.10289955,2.489
2009/10/18,75.73,92.18839483,308180,4065694.385,246711630.1,5371,133.76,12.7239323,15028.8582,13.05020046,2.574
2009/10/25,80.06,86.19722836,308234.5,4065849.077,246762960,5357,136.4,8.9956835,15541.84,13.24370003,2.674
2009/11/1,78.47,90.69360801,308289,4066003.769,246814289.9,5391,123.2,10.8825032,15609.6633,13.42479992,2.694
2009/11/8,79,87.17050164,308330.2,4066158.462,246865619.8,5506,132.82,11.5623896,14385.5843,13.02350044,2.666
2009/11/15,78.24,86.39811365,308371.4,4066313.154,246916949.7,5317,140.43,11.6743111,14891.3074,13.06309986,2.629
2009/11/22,78.37,90.57445667,308412.6,4066467.846,246968279.6,5433,141.07,10.5268881,14630.6548,12.88949966,2.639
2009/11/29,76.14,96.35268624,308453.8,4066622.538,247019609.5,5561,141.4,12.2943518,14599.422,12.6402998,2.629
2009/12/6,76.81,94.07435648,308495,4066777.231,247070939.4,5538,144.75,10.4251298,14770.9806,12.88599968,2.634
2009/12/13,71.51,88.27407449,308547.8,4066931.923,247122269.3,5524,145.64,11.5161539,15406.7716,12.84879971,2.599
2009/12/20,71.72,92.27426684,308600.5,4067086.615,247173599.2,5524,149.79,11.0092914,15081.6501,12.86699963,2.589
2009/12/27,74.76,94.0301805,308653.3,4067241.308,247224929.1,5512,153.69,10.4764817,15148.6154,13.08269978,2.607
2010/1/3,79.07,88.11499974,308706,4067396,247276259,5507,151.06,10.4250583,15534.7589,12.67399979,2.665
2010/1/10,82.34,101.191094,308745.6,4067710.846,247325663.6,5496,165.9,11.3029,14962.8161,12.72200012,2.751
2010/1/17,80.06,89.03161573,308785.2,4068025.692,247375068.1,5404,165.88,11.873948,14859.5732,12.94250011,2.739
2010/1/24,76.62,100.843667,308824.8,4068340.538,247424472.7,5421,156.84,11.0762973,15790.1681,13.06849957,2.705
2010/1/31,73.94,88.57147007,308864.4,4068655.385,247473877.2,5403,155.45,11.2681127,15429.9961,13.1619997,2.661
2010/2/7,74.57,90.52992911,308904,4068970.231,247523281.8,5475,155.32,10.4775754,15063.9954,12.9239502,2.652
2010/2/14,73.88,90.38004453,308951.8,4069285.077,247572686.3,5482,158.74,11.679417,15447.2025,12.7840004,2.608
2010/2/21,78.25,96.4859397,308999.5,4069599.923,247622090.9,5505,163.66,9.7486385,15355.1112,12.7595396,2.655
2010/2/28,79.22,88.03761984,309047.3,4069914.769,247671495.5,5510,167.98,10.4944421,15454.6339,12.61149979,2.702
2010/3/7,80.19,94.47680983,309095,4070229.615,247720900,5527,179.65,11.4662654,15151.5728,12.54819965,2.751
2010/3/14,81.76,82.39204397,309141,4070544.462,247770304.6,5540,180.99,12.5525153,15942.4203,12.5618,2.788
2010/3/21,81.44,92.72970304,309187,4070859.308,247819709.1,5536,181.22,13.1925583,15040.2432,12.48799992,2.819
2010/3/28,80.65,93.98854236,309233,4071174.154,247869113.7,5489,186.46,9.8127967,15904.2251,12.28719997,2.798
2010/4/4,83.01,88.60825216,309279,4071489,247918518.3,5473,180.7,10.4012648,15792.1749,12.18840027,2.826
2010/4/11,85.66,82.61586047,309323.5,4071803.846,247967922.8,5475,182.28,11.0185691,16018.1143,12.27350044,2.858
2010/4/18,84.34,91.38056288,309368,4072118.692,248017327.4,5466,188.53,12.3172908,15640.8484,12.17150021,2.86
2010/4/25,82.9,92.8555811,309412.5,4072433.538,248066731.9,5488,198.52,12.7137919,14976.6362,12.29304981,2.849
2010/5/2,84.22,86.77801348,309457,4072748.385,248116136.5,5522,188.55,11.4335769,15231.7161,12.72570038,2.898
2010/5/9,80.24,97.84876971,309494.2,4073063.231,248165541,5533,167.77,13.0085158,15899.9985,12.54349995,2.905
2010/5/16,74.98,106.4794299,309531.4,4073378.077,248214945.6,5516,175.81,11.2123302,16375.2879,12.94869995,2.864
2010/5/23,69.14,90.3334769,309568.6,4073692.923,248264350.2,5540,162.42,11.4734931,15988.5151,12.92539978,2.786
2010/5/30,70.62,99.78878456,309605.8,4074007.769,248313754.7,5320,167.19,13.5783524,15881.5363,12.94610023,2.728
2010/6/6,72.91,87.77526148,309643,4074322.615,248363159.3,5445,162.75,13.4240424,15583.7126,12.64789963,2.725
2010/6/13,73.44,97.01155553,309694,4074637.462,248412563.8,5503,163.04,11.9019141,16092.1281,12.46819973,2.701
2010/6/20,76.7,97.75366223,309745,4074952.308,248461968.4,5501,167.9,10.3848189,15998.8979,12.65019989,2.743
2010/6/27,77.06,89.74121947,309796,4075267.154,248511372.9,5257,159.33,10.9672036,15907.4685,13.04020023,2.757
2010/7/4,74.96,91.01551637,309847,4075582,248560777.5,5414,150.99,13.4496914,16047.5796,12.76210022,2.726
2010/7/11,74.39,95.51953626,309900.3,4075896.846,248610182.1,5352,160.44,12.4401742,15585.5447,12.89610004,2.718
2010/7/18,76.35,93.24812406,309953.5,4076211.692,248659586.6,5460,163.85,11.0977898,15979.7927,12.71749973,2.722
2010/7/25,77.56,90.79952175,310006.8,4076526.538,248708991.2,5486,178.34,11.6015996,15596.6,12.62979984,2.749
2010/8/1,78.12,102.0431123,310060,4076841.385,248758395.7,5440,177.25,12.9457135,16333.6197,12.68480015,2.735
2010/8/8,81.79,96.91661077,310104,4077156.231,248807800.3,5239,182.04,12.2118686,15276.8835,12.72900009,2.783
2010/8/15,78.17,93.30254714,310148,4077471.077,248857204.8,5352,169.95,13.0171101,15676.5751,12.75500011,2.745
2010/8/22,74.84,99.14839083,310192,4077785.923,248906609.4,5511,168.4,11.6697787,15265.5044,13.03199959,2.704
2010/8/29,72.91,87.77409114,310236,4078100.769,248956014,5602,165.12,12.2461583,16779.388,12.93500042,2.682
2010/9/5,74.02,87.38369081,310280,4078415.615,249005418.5,5603,174.57,12.3706246,16006.8378,12.92099953,2.682
2010/9/12,74.82,89.84341169,310332,4078730.462,249054823.1,5573,169.58,11.7856109,15448.046,12.77900028,2.721
2010/9/19,75.62,99.64703212,310384,4079045.308,249104227.6,5556,176.99,12.2313907,15840.9087,12.55099964,2.723
2010/9/26,73.76,93.85839075,310436,4079360.154,249153632.2,5562,180.56,10.2303625,16312.6123,12.53299999,2.694
2010/10/3,78.41,92.73808533,310488,4079675,249203036.8,5514,180.96,13.1704693,16039.4738,12.40699959,2.732
2010/10/10,82.29,92.22447223,310525.8,4079989.846,249252441.3,5528,193.45,13.1403595,15534.2244,12.43099976,2.819
2010/10/17,82.16,101.456396,310563.6,4080304.692,249301845.9,5536,198.25,11.6282874,15827.462,12.34500027,2.834
2010/10/24,81.15,98.77619314,310601.4,4080619.538,249351250.4,5540,199.92,13.4915819,15720.5772,12.34200001,2.817
2010/10/31,82.03,93.54932475,310639.2,4080934.385,249400655,5593,202.41,12.5953469,15485.6112,12.19799995,2.806
2010/11/7,84.93,91.13958834,310677,4081249.231,249450059.5,5596,220.83,12.106404,16042.6191,12.33699989,2.865
2010/11/14,86.91,105.4751429,310722.3,4081564.077,249499464.1,5597,218.54,14.3172822,15037.1392,12.26200008,2.892
2010/11/21,82.23,92.98283194,310767.5,4081878.923,249548868.7,5581,219.76,12.058846,15526.2135,12.47840023,2.876
2010/11/28,82.28,92.79205598,310812.8,4082193.769,249598273.2,5555,219.96,11.4903634,15129.0396,12.32999992,2.856
2010/12/5,86.75,92.2092891,310858,4082508.615,249647677.8,5582,231.56,10.1867698,15887.3876,12.44349957,2.958
2010/12/12,88.5,87.7376335,310899.3,4082823.462,249697082.3,5604,231.9,10.9063521,15268.5188,12.40699959,2.98
2010/12/19,88.27,91.70188198,310940.5,4083138.308,249746486.9,5598,235.21,12.7314122,15969.9734,12.35490036,2.982
2010/12/26,89.66,95.60240769,310981.8,4083453.154,249795891.4,5575,236.73,12.0889438,15611.604,12.33160019,3.052
2011/1/2,90.97,85.12385585,311023,4083768,249845296,5598,238.32,13.0808131,15384.7065,12.22999954,3.07
2011/1/9,89.54,91.61319758,311053,4083973.365,249890321,5575,252.15,11.431758,15379.6652,12.0340004,3.089
2011/1/16,91.02,95.37553391,311083,4084178.731,249935346,5205,255.04,13.1758102,14745.51,12.0539999,3.104
2011/1/23,89.75,97.67573802,311113,4084384.096,249980371,5321,245.32,11.2053923,15388.0152,12.20100021,3.11
2011/1/30,86.11,91.16231109,311143,4084589.462,250025396,5568,237.74,13.8954475,15460.6456,11.97399998,3.101
2011/2/6,89.52,98.56489158,311173,4084794.827,250070421,5597,236.25,11.2182736,15432.4585,12.02299976,3.132
2011/2/13,85.51,94.63132579,311213,4085000.192,250115446,5610,248.53,12.716731,16243.3294,12.02600002,3.14
2011/2/20,84.13,92.59325056,311253,4085205.558,250160471,5604,247.3,13.657576,15984.6669,12.11600018,3.189
2011/2/27,95.26,98.97174134,311293,4085410.923,250205496,5591,234.87,11.784543,15391.061,12,3.383
2011/3/6,101.05,88.97514462,311333,4085616.288,250250521,5593,231.25,14.3172074,15357.8434,11.9119997,3.52
2011/3/13,103.74,105.9117041,311375.3,4085821.654,250295546,5591,228.93,13.4960834,16173.7208,12.03999996,3.567
2011/3/20,99.79,89.89844163,311417.5,4086027.019,250340571,5570,226.24,13.6370158,15552.6635,11.98900032,3.562
2011/3/27,104.41,89.38224897,311459.8,4086232.385,250385596,5568,233.26,13.7672233,15547.6435,11.83399963,3.596
2011/4/3,105.08,97.53353611,311502,4086437.75,250430621,5638,237.43,12.6428915,16537.3485,11.72299957,3.684
2011/4/10,109.29,91.5369343,311546,4086643.115,250475646,5635,232.33,13.1428134,16142.5291,11.65100002,3.791
2011/4/17,107.75,96.13920112,311590,4086848.481,250520671,5625,225.37,13.0600602,15857.377,11.58899975,3.844
2011/4/24,109.11,92.36870636,311634,4087053.846,250565696,5610,235.17,13.3444301,15135.7836,11.49300003,3.879
2011/5/1,112.3,102.8306486,311678,4087259.212,250610721,5623,239.21,12.6251797,15704.5697,11.61499977,3.963
2011/5/8,105.84,94.79424379,311716.8,4087464.577,250655746,5609,234.77,11.4752336,15301.8827,11.7329998,3.965
2011/5/15,99.87,104.0617748,311755.6,4087669.942,250700771,5618,232.58,13.1765945,15545.4237,11.63599968,3.96
2011/5/22,97.99,88.29811159,311794.4,4087875.308,250745796,5583,229.78,11.4458394,15434.1135,11.60000038,3.849
2011/5/29,99.55,98.48285868,311833.2,4088080.673,250790821,5609,228.83,14.6078197,16172.618,11.65999985,3.794
2011/6/5,100.92,94.27182906,311872,4088286.038,250835846,5633,219.34,12.8979112,15806.2516,11.89299965,3.781
2011/6/12,100.05,91.18156369,311923.3,4088491.404,250880871,5643,210.91,12.6654798,15676.8018,11.90400028,3.713
2011/6/19,95.87,98.67527499,311974.5,4088696.769,250925896,5650,211.37,11.3448442,15388.931,11.89900017,3.652
2011/6/26,92.7,88.36761475,312025.8,4088902.135,250970921,5593,220.91,10.0564226,15798.2541,11.61600018,3.574
2011/7/3,93.7,89.09390787,312077,4089107.5,251015946,5520,234.31,12.0506962,15902.5329,11.62100029,3.579
2011/7/10,97.12,93.57203316,312120,4089312.865,251060971,5578,234.81,12.0862151,15060.3643,11.71800041,3.641
2011/7/17,96.72,89.16468825,312163,4089518.231,251105996,5591,225.09,12.9286176,15328.8538,11.64799976,3.682
2011/7/24,98.01,87.39012008,312206,4089723.596,251151021,5377,227.26,13.1895079,16434.0781,11.68599987,3.699
2011/7/31,97.83,90.20347671,312249,4089928.962,251196046,5523,211.15,12.791618,15718.9356,12.07190037,3.711
2011/8/7,90.85,91.45875445,312292,4090134.327,251241071,5529,188.42,14.4585685,15863.1204,12.28590012,3.674
2011/8/14,82.86,87.43479726,312346.3,4090339.692,251286096,5561,188.47,12.3741345,15767.4071,12.28899956,3.604
2011/8/21,85.36,93.81924716,312400.5,4090545.058,251331121,5591,166.96,11.9639779,16228.7979,12.44040012,3.581
2011/8/28,85.06,100.7258747,312454.8,4090750.423,251376146,5598,176.76,13.7085687,15297.2045,12.41219997,3.627
2011/9/4,88.07,91.33917123,312509,4090955.788,251421171,5642,176.71,13.0377557,16152.06,12.70199966,3.674
2011/9/11,87.91,102.554978,312558.8,4091161.154,251466196,5083,171.12,14.2153525,15755.921,13.0692997,3.661
2011/9/18,88.93,92.11425131,312608.5,4091366.519,251511221,5747,180.21,13.2431098,16194.371,13.58199978,3.601
2011/9/25,83.65,93.40241935,312658.3,4091571.885,251556246,5756,162.86,13.6937013,15958.9082,13.90699959,3.509
2011/10/2,81.18,94.40906865,312708,4091777.25,251601271,5800,161.7,13.5876353,16075.8095,13.43799973,3.433
2011/10/9,79.43,88.78584009,312744.2,4091982.615,251646296,5878,174.12,13.6525856,16417.9639,13.25699997,3.417
2011/10/16,85.35,94.50447127,312780.4,4092187.981,251691321,5891,191.07,14.4514419,15593.0872,13.6590004,3.476
2011/10/23,86.82,99.65992142,312816.6,4092393.346,251736346,5876,196.67,15.3771803,15799.3535,13.03649998,3.462
2011/10/30,92.32,106.2519762,312852.8,4092598.712,251781371,5818,202.66,13.7176366,16175.0073,13.4289999,3.452
2011/11/6,93.24,91.42697787,312889,4092804.077,251826396,5846,193.19,14.7679258,16124.0897,13.43500042,3.424
2011/11/13,96.97,103.3966155,312932.8,4093009.442,251871421,5894,189.43,12.6313796,16119.7349,13.74499989,3.436
2011/11/20,99.32,97.02781061,312976.5,4093214.808,251916446,5887,175.51,13.1201844,16476.6469,14.14500046,3.368
2011/11/27,96.89,95.8528238,313020.3,4093420.173,251961471,5864,166.98,15.4292138,17003.4185,13.50800037,3.307
2011/12/4,99.91,85.41079487,313064,4093625.538,252006496,5861,185.39,12.7191134,15246.8292,13.57999992,3.29
2011/12/11,100.08,103.8466567,313104.8,4093830.904,252051521,5862,186.03,15.3988283,15573.4213,13.80480003,3.286
2011/12/18,96.06,97.9365738,313145.5,4094036.269,252096546,5862,173.08,14.035889,15728.7424,13.84599972,3.229
2011/12/25,97.74,87.20546254,313186.3,4094241.635,252141571,5846,183.58,15.9118676,15456.5397,13.94099998,3.258
2012/1/1,99.81,100.8344293,313227,4094447,252186596,5851,181.94,14.9756859,16493.9902,13.74499989,3.299
2012/1/8,102.39,100.8576327,313258.2,4094413.981,252232556.9,5844,193.58,14.9744418,16015.6413,13.60299969,3.382
2012/1/15,100.43,94.74224494,313289.4,4094380.962,252278517.7,5726,199.82,14.5440709,16121.6768,13.1789999,3.391
2012/1/22,99.95,84.87043842,313320.6,4094347.942,252324478.6,5722,201.85,13.8141288,16108.5517,12.90970039,3.389
2012/1/29,99.35,94.1137605,313351.8,4094314.923,252370439.5,5720,200.48,12.8284472,16234.2863,12.6789999,3.439
2012/2/5,97.8,102.7415299,313383,4094281.904,252416400.3,5763,210.42,16.5591345,15537.094,12.72329998,3.482
2012/2/12,98.56,89.30503745,313423.8,4094248.885,252462361.2,5819,206.4,15.4451036,16876.8085,12.6935997,3.523
2012/2/19,101.73,95.35810782,313464.5,4094215.865,252508322.1,5817,215.1,14.7134882,16302.9858,12.89500046,3.591
2012/2/26,107.18,103.5736136,313505.3,4094182.846,252554282.9,5814,208.42,14.3985191,15517.5616,12.75370026,3.721
2012/3/4,107.52,100.4463434,313546,4094149.827,252600243.8,5806,211.48,16.2361116,16105.4307,12.65400028,3.793
2012/3/11,106.32,91.10907088,313587,4094116.808,252646204.7,5830,208.34,15.030151,16297.4069,12.64799976,3.829
2012/3/18,106.15,104.4784736,313628,4094083.788,252692165.5,5826,210.04,14.7054485,16291.0067,12.74919987,3.867
2012/3/25,106.41,85.53936338,313669,4094050.769,252738126.4,5821,206.55,14.9290147,15489.7,12.76500034,3.918
2012/4/1,105.12,91.50587306,313710,4094017.75,252784087.3,6049,208.44,15.488429,16404.6709,13.01659966,3.941
2012/4/8,103.52,96.24904544,313744.6,4093984.731,252830048.1,6040,206.05,14.9326699,16184.564,13.1789999,3.939
2012/4/15,102.55,88.27132171,313779.2,4093951.712,252876009,6043,200.71,16.1259667,15844.0428,13.10599995,3.922
2012/4/22,103.15,98.32098899,313813.8,4093918.692,252921969.8,6113,197.88,15.4152066,15580.8267,12.95269966,3.87
2012/4/29,103.78,100.8103114,313848.4,4093885.673,252967930.7,6121,202.44,17.6069161,16244.9288,13.29059982,3.83
2012/5/6,103.47,101.2428577,313883,4093852.654,253013891.6,6136,192.86,16.6085117,16246.5675,13.56260014,3.79
2012/5/13,96.98,104.5974532,313930.3,4093819.635,253059852.4,6149,190.92,14.9835073,15940.936,13.84700012,3.754
2012/5/20,93.11,102.4219233,313977.5,4093786.615,253105813.3,6239,178.58,14.4566026,16348.2457,13.99100018,3.715
2012/5/27,90.88,102.7180372,314024.8,4093753.596,253151774.2,6227,186.89,13.8118264,16047.2399,14.29349995,3.67
2012/6/3,87.06,101.4878821,314072,4093720.577,253197735,6245,178.55,17.2020856,16702.6044,13.84329987,3.613
2012/6/10,84.43,100.0710143,314122,4093687.558,253243695.9,6236,184.87,14.7751727,16280.1563,13.81890011,3.572
2012/6/17,83.27,102.4727707,314172,4093654.538,253289656.8,6353,180.24,14.8532157,16057.0153,13.82800007,3.533
2012/6/24,81.11,101.7825524,314222,4093621.519,253335617.6,6257,178.14,14.024746,15773.4179,13.25660038,3.437
2012/7/1,80.23,103.113608,314272,4093588.5,253381578.5,6094,173.15,12.5912253,16030.146,13.40970039,3.356
2012/7/8,85.74,101.9204555,314315.4,4093555.481,253427539.4,6249,172.39,15.1274327,16423.7318,13.29189968,3.411
2012/7/15,85.78,93.60803967,314358.8,4093522.462,253473500.2,6245,169.74,15.2756962,16331.9283,13.3512001,3.427
2012/7/22,90.34,103.2661353,314402.2,4093489.442,253519461.1,6364,167.28,13.6337539,16487.7803,13.22379971,3.494
2012/7/29,88.88,93.02137596,314445.6,4093456.423,253565422,6320,167.19,14.556843,15754.7608,13.10680008,3.508
2012/8/5,89.1,103.685578,314489,4093423.404,253611382.8,6218,166.98,14.7233905,15482.4177,13.09360027,3.645
2012/8/12,93.14,98.31994151,314542.5,4093390.385,253657343.7,6181,173.75,14.8946762,16216.0751,13.13210011,3.721
2012/8/19,94.43,99.89923182,314596,4093357.365,253703304.6,6246,179.54,15.1114299,15871.5569,13.17210007,3.744
2012/8/26,96.22,87.08124169,314649.5,4093324.346,253749265.4,6258,176.07,14.3985496,15686.4227,13.20330048,3.776
2012/9/2,95.68,90.86348936,314703,4093291.327,253795226.3,5486,175.76,15.4283497,16054.4157,12.96360016,3.843
