Week,public_road_mileage
1981-01-06,3859837.0
1981-01-13,3859695.3846153845
1981-01-20,3859553.769230769
1981-01-27,3859412.153846154
1981-02-03,3859270.5384615385
1981-02-10,3859128.923076923
1981-02-17,3858987.3076923075
1981-02-24,3858845.6923076925
1981-03-03,3858704.076923077
1981-03-10,3858562.4615384615
1981-03-17,3858420.846153846
1981-03-24,3858279.230769231
1981-03-31,3858137.6153846155
1981-04-07,3857996.0
1981-04-14,3857854.3846153845
1981-04-21,3857712.769230769
1981-04-28,3857571.153846154
1981-05-05,3857429.5384615385
1981-05-12,3857287.923076923
1981-05-19,3857146.3076923075
1981-05-26,3857004.6923076925
1981-06-02,3856863.076923077
1981-06-09,3856721.4615384615
1981-06-16,3856579.846153846
1981-06-23,3856438.230769231
1981-06-30,3856296.6153846155
1981-07-07,3856155.0
1981-07-14,3856013.3846153845
1981-07-21,3855871.769230769
1981-07-28,3855730.153846154
1981-08-04,3855588.5384615385
1981-08-11,3855446.923076923
1981-08-18,3855305.3076923075
1981-08-25,3855163.6923076925
1981-09-01,3855022.076923077
1981-09-08,3854880.4615384615
1981-09-15,3854738.846153846
1981-09-22,3854597.230769231
1981-09-29,3854455.6153846155
1981-10-06,3854314.0
1981-10-13,3854172.3846153845
1981-10-20,3854030.769230769
1981-10-27,3853889.153846154
1981-11-03,3853747.5384615385
1981-11-10,3853605.923076923
1981-11-17,3853464.3076923075
1981-11-24,3853322.6923076925
1981-12-01,3853181.076923077
1981-12-08,3853039.4615384615
1981-12-15,3852897.846153846
1981-12-22,3852756.230769231
1981-12-29,3852614.6153846155
1982-01-04,3852473.0
1982-01-11,3852731.096153846
1982-01-18,3852989.1923076925
1982-01-25,3853247.2884615385
1982-02-01,3853505.3846153845
1982-02-08,3853763.480769231
1982-02-15,3854021.576923077
1982-02-22,3854279.673076923
1982-03-01,3854537.769230769
1982-03-08,3854795.8653846155
1982-03-15,3855053.9615384615
1982-03-22,3855312.0576923075
1982-03-29,3855570.153846154
1982-04-05,3855828.25
1982-04-12,3856086.346153846
1982-04-19,3856344.4423076925
1982-04-26,3856602.5384615385
1982-05-03,3856860.6346153845
1982-05-10,3857118.730769231
1982-05-17,3857376.826923077
1982-05-24,3857634.923076923
1982-05-31,3857893.019230769
1982-06-07,3858151.1153846155
1982-06-14,3858409.2115384615
1982-06-21,3858667.3076923075
1982-06-28,3858925.403846154
1982-07-05,3859183.5
1982-07-12,3859441.596153846
1982-07-19,3859699.6923076925
1982-07-26,3859957.7884615385
1982-08-02,3860215.8846153845
1982-08-09,3860473.980769231
1982-08-16,3860732.076923077
1982-08-23,3860990.173076923
1982-08-30,3861248.269230769
1982-09-06,3861506.3653846155
1982-09-13,3861764.4615384615
1982-09-20,3862022.5576923075
1982-09-27,3862280.653846154
1982-10-04,3862538.75
1982-10-11,3862796.846153846
1982-10-18,3863054.9423076925
1982-10-25,3863313.0384615385
1982-11-01,3863571.1346153845
1982-11-08,3863829.230769231
1982-11-15,3864087.326923077
1982-11-22,3864345.423076923
1982-11-29,3864603.519230769
1982-12-06,3864861.6153846155
1982-12-13,3865119.7115384615
1982-12-20,3865377.8076923075
1982-12-27,3865635.903846154
1983-01-03,3865894.0
1983-01-10,3866157.903846154
1983-01-17,3866421.8076923075
1983-01-24,3866685.7115384615
1983-01-31,3866949.6153846155
1983-02-07,3867213.519230769
1983-02-14,3867477.423076923
1983-02-21,3867741.326923077
1983-02-28,3868005.230769231
1983-03-07,3868269.1346153845
1983-03-14,3868533.0384615385
1983-03-21,3868796.9423076925
1983-03-28,3869060.846153846
1983-04-04,3869324.75
1983-04-11,3869588.653846154
1983-04-18,3869852.5576923075
1983-04-25,3870116.4615384615
1983-05-02,3870380.3653846155
1983-05-09,3870644.269230769
1983-05-16,3870908.173076923
1983-05-23,3871172.076923077
1983-05-30,3871435.980769231
1983-06-06,3871699.8846153845
1983-06-13,3871963.7884615385
1983-06-20,3872227.6923076925
1983-06-27,3872491.596153846
1983-07-04,3872755.5
1983-07-11,3873019.403846154
1983-07-18,3873283.3076923075
1983-07-25,3873547.2115384615
1983-08-01,3873811.1153846155
1983-08-08,3874075.019230769
1983-08-15,3874338.923076923
1983-08-22,3874602.826923077
1983-08-29,3874866.730769231
1983-09-05,3875130.6346153845
1983-09-12,3875394.5384615385
1983-09-19,3875658.4423076925
1983-09-26,3875922.346153846
1983-10-03,3876186.25
1983-10-10,3876450.153846154
1983-10-17,3876714.0576923075
1983-10-24,3876977.9615384615
1983-10-31,3877241.8653846155
1983-11-07,3877505.769230769
1983-11-14,3877769.673076923
1983-11-21,3878033.576923077
1983-11-28,3878297.480769231
1983-12-05,3878561.3846153845
1983-12-12,3878825.2884615385
1983-12-19,3879089.1923076925
1983-12-26,3879353.096153846
1984-01-02,3879617.0
1984-01-09,3879844.826923077
1984-01-16,3880072.653846154
1984-01-23,3880300.480769231
1984-01-30,3880528.3076923075
1984-02-06,3880756.1346153845
1984-02-13,3880983.9615384615
1984-02-20,3881211.7884615385
1984-02-27,3881439.6153846155
1984-03-05,3881667.4423076925
1984-03-12,3881895.269230769
1984-03-19,3882123.096153846
1984-03-26,3882350.923076923
1984-04-02,3882578.75
1984-04-09,3882806.576923077
1984-04-16,3883034.403846154
1984-04-23,3883262.230769231
1984-04-30,3883490.0576923075
1984-05-07,3883717.8846153845
1984-05-14,3883945.7115384615
1984-05-21,3884173.5384615385
1984-05-28,3884401.3653846155
1984-06-04,3884629.1923076925
1984-06-11,3884857.019230769
1984-06-18,3885084.846153846
1984-06-25,3885312.673076923
1984-07-02,3885540.5
1984-07-09,3885768.326923077
1984-07-16,3885996.153846154
1984-07-23,3886223.980769231
1984-07-30,3886451.8076923075
1984-08-06,3886679.6346153845
1984-08-13,3886907.4615384615
1984-08-20,3887135.2884615385
1984-08-27,3887363.1153846155
1984-09-03,3887590.9423076925
1984-09-10,3887818.769230769
1984-09-17,3888046.596153846
1984-09-24,3888274.423076923
1984-10-01,3888502.25
1984-10-08,3888730.076923077
1984-10-15,3888957.903846154
1984-10-22,3889185.730769231
1984-10-29,3889413.5576923075
1984-11-05,3889641.3846153845
1984-11-12,3889869.2115384615
1984-11-19,3890097.0384615385
1984-11-26,3890324.8653846155
1984-12-03,3890552.6923076925
1984-12-10,3890780.519230769
1984-12-17,3891008.346153846
1984-12-24,3891236.173076923
1985-01-01,3891464.0
1985-01-08,3890944.150943396
1985-01-15,3890424.3018867923
1985-01-22,3889904.452830189
1985-01-29,3889384.603773585
1985-02-05,3888864.754716981
1985-02-12,3888344.9056603773
1985-02-19,3887825.0566037735
1985-02-26,3887305.2075471696
1985-03-05,3886785.3584905663
1985-03-12,3886265.5094339624
1985-03-19,3885745.6603773586
1985-03-26,3885225.8113207547
1985-04-02,3884705.962264151
1985-04-09,3884186.113207547
1985-04-16,3883666.2641509436
1985-04-23,3883146.4150943398
1985-04-30,3882626.566037736
1985-05-07,3882106.716981132
1985-05-14,3881586.867924528
1985-05-21,3881067.0188679243
1985-05-28,3880547.169811321
1985-06-04,3880027.320754717
1985-06-11,3879507.4716981133
1985-06-18,3878987.6226415094
1985-06-25,3878467.7735849055
1985-07-02,3877947.9245283017
1985-07-09,3877428.0754716983
1985-07-16,3876908.2264150945
1985-07-23,3876388.3773584906
1985-07-30,3875868.5283018867
1985-08-06,3875348.679245283
1985-08-13,3874828.830188679
1985-08-20,3874308.9811320757
1985-08-27,3873789.132075472
1985-09-03,3873269.283018868
1985-09-10,3872749.433962264
1985-09-17,3872229.5849056602
1985-09-24,3871709.7358490564
1985-10-01,3871189.886792453
1985-10-08,3870670.037735849
1985-10-15,3870150.1886792453
1985-10-22,3869630.3396226414
1985-10-29,3869110.4905660376
1985-11-05,3868590.6415094337
1985-11-12,3868070.7924528304
1985-11-19,3867550.9433962265
1985-11-26,3867031.0943396227
1985-12-03,3866511.245283019
1985-12-10,3865991.396226415
1985-12-17,3865471.547169811
1985-12-24,3864951.6981132077
1985-12-31,3864431.849056604
1986-01-06,3863912.0
1986-01-13,3864181.7884615385
1986-01-20,3864451.576923077
1986-01-27,3864721.3653846155
1986-02-03,3864991.153846154
1986-02-10,3865260.9423076925
1986-02-17,3865530.730769231
1986-02-24,3865800.519230769
1986-03-03,3866070.3076923075
1986-03-10,3866340.096153846
1986-03-17,3866609.8846153845
1986-03-24,3866879.673076923
1986-03-31,3867149.4615384615
1986-04-07,3867419.25
1986-04-14,3867689.0384615385
1986-04-21,3867958.826923077
1986-04-28,3868228.6153846155
1986-05-05,3868498.403846154
1986-05-12,3868768.1923076925
1986-05-19,3869037.980769231
1986-05-26,3869307.769230769
1986-06-02,3869577.5576923075
1986-06-09,3869847.346153846
1986-06-16,3870117.1346153845
1986-06-23,3870386.923076923
1986-06-30,3870656.7115384615
1986-07-07,3870926.5
1986-07-14,3871196.2884615385
1986-07-21,3871466.076923077
1986-07-28,3871735.8653846155
1986-08-04,3872005.653846154
1986-08-11,3872275.4423076925
1986-08-18,3872545.230769231
1986-08-25,3872815.019230769
1986-09-01,3873084.8076923075
1986-09-08,3873354.596153846
1986-09-15,3873624.3846153845
1986-09-22,3873894.173076923
1986-09-29,3874163.9615384615
1986-10-06,3874433.75
1986-10-13,3874703.5384615385
1986-10-20,3874973.326923077
1986-10-27,3875243.1153846155
1986-11-03,3875512.903846154
1986-11-10,3875782.6923076925
1986-11-17,3876052.480769231
1986-11-24,3876322.269230769
1986-12-01,3876592.0576923075
1986-12-08,3876861.846153846
1986-12-15,3877131.6346153845
1986-12-22,3877401.423076923
1986-12-29,3877671.2115384615
1987-01-05,3877941.0
1987-01-12,3877865.0576923075
1987-01-19,3877789.1153846155
1987-01-26,3877713.173076923
1987-02-02,3877637.230769231
1987-02-09,3877561.2884615385
1987-02-16,3877485.346153846
1987-02-23,3877409.403846154
1987-03-02,3877333.4615384615
1987-03-09,3877257.519230769
1987-03-16,3877181.576923077
1987-03-23,3877105.6346153845
1987-03-30,3877029.6923076925
1987-04-06,3876953.75
1987-04-13,3876877.8076923075
1987-04-20,3876801.8653846155
1987-04-27,3876725.923076923
1987-05-04,3876649.980769231
1987-05-11,3876574.0384615385
1987-05-18,3876498.096153846
1987-05-25,3876422.153846154
1987-06-01,3876346.2115384615
1987-06-08,3876270.269230769
1987-06-15,3876194.326923077
1987-06-22,3876118.3846153845
1987-06-29,3876042.4423076925
1987-07-06,3875966.5
1987-07-13,3875890.5576923075
1987-07-20,3875814.6153846155
1987-07-27,3875738.673076923
1987-08-03,3875662.730769231
1987-08-10,3875586.7884615385
1987-08-17,3875510.846153846
1987-08-24,3875434.903846154
1987-08-31,3875358.9615384615
1987-09-07,3875283.019230769
1987-09-14,3875207.076923077
1987-09-21,3875131.1346153845
1987-09-28,3875055.1923076925
1987-10-05,3874979.25
1987-10-12,3874903.3076923075
1987-10-19,3874827.3653846155
1987-10-26,3874751.423076923
1987-11-02,3874675.480769231
1987-11-09,3874599.5384615385
1987-11-16,3874523.596153846
1987-11-23,3874447.653846154
1987-11-30,3874371.7115384615
1987-12-07,3874295.769230769
1987-12-14,3874219.826923077
1987-12-21,3874143.8846153845
1987-12-28,3874067.9423076925
1988-01-04,3873992.0
1988-01-11,3873929.5384615385
1988-01-18,3873867.076923077
1988-01-25,3873804.6153846155
1988-02-01,3873742.153846154
1988-02-08,3873679.6923076925
1988-02-15,3873617.230769231
1988-02-22,3873554.769230769
1988-02-29,3873492.3076923075
1988-03-07,3873429.846153846
1988-03-14,3873367.3846153845
1988-03-21,3873304.923076923
1988-03-28,3873242.4615384615
1988-04-04,3873180.0
1988-04-11,3873117.5384615385
1988-04-18,3873055.076923077
1988-04-25,3872992.6153846155
1988-05-02,3872930.153846154
1988-05-09,3872867.6923076925
1988-05-16,3872805.230769231
1988-05-23,3872742.769230769
1988-05-30,3872680.3076923075
1988-06-06,3872617.846153846
1988-06-13,3872555.3846153845
1988-06-20,3872492.923076923
1988-06-27,3872430.4615384615
1988-07-04,3872368.0
1988-07-11,3872305.5384615385
1988-07-18,3872243.076923077
1988-07-25,3872180.6153846155
1988-08-01,3872118.153846154
1988-08-08,3872055.6923076925
1988-08-15,3871993.230769231
1988-08-22,3871930.769230769
1988-08-29,3871868.3076923075
1988-09-05,3871805.846153846
1988-09-12,3871743.3846153845
1988-09-19,3871680.923076923
1988-09-26,3871618.4615384615
1988-10-03,3871556.0
1988-10-10,3871493.5384615385
1988-10-17,3871431.076923077
1988-10-24,3871368.6153846155
1988-10-31,3871306.153846154
1988-11-07,3871243.6923076925
1988-11-14,3871181.230769231
1988-11-21,3871118.769230769
1988-11-28,3871056.3076923075
1988-12-05,3870993.846153846
1988-12-12,3870931.3846153845
1988-12-19,3870868.923076923
1988-12-26,3870806.4615384615
1989-01-03,3870744.0
1989-01-10,3870861.7115384615
1989-01-17,3870979.423076923
1989-01-24,3871097.1346153845
1989-01-31,3871214.846153846
1989-02-07,3871332.5576923075
1989-02-14,3871450.269230769
1989-02-21,3871567.980769231
1989-02-28,3871685.6923076925
1989-03-07,3871803.403846154
1989-03-14,3871921.1153846155
1989-03-21,3872038.826923077
1989-03-28,3872156.5384615385
1989-04-04,3872274.25
1989-04-11,3872391.9615384615
1989-04-18,3872509.673076923
1989-04-25,3872627.3846153845
1989-05-02,3872745.096153846
1989-05-09,3872862.8076923075
1989-05-16,3872980.519230769
1989-05-23,3873098.230769231
1989-05-30,3873215.9423076925
1989-06-06,3873333.653846154
1989-06-13,3873451.3653846155
1989-06-20,3873569.076923077
1989-06-27,3873686.7884615385
1989-07-04,3873804.5
1989-07-11,3873922.2115384615
1989-07-18,3874039.923076923
1989-07-25,3874157.6346153845
1989-08-01,3874275.346153846
1989-08-08,3874393.0576923075
1989-08-15,3874510.769230769
1989-08-22,3874628.480769231
1989-08-29,3874746.1923076925
1989-09-05,3874863.903846154
1989-09-12,3874981.6153846155
1989-09-19,3875099.326923077
1989-09-26,3875217.0384615385
1989-10-03,3875334.75
1989-10-10,3875452.4615384615
1989-10-17,3875570.173076923
1989-10-24,3875687.8846153845
1989-10-31,3875805.596153846
1989-11-07,3875923.3076923075
1989-11-14,3876041.019230769
1989-11-21,3876158.730769231
1989-11-28,3876276.4423076925
1989-12-05,3876394.153846154
1989-12-12,3876511.8653846155
1989-12-19,3876629.576923077
1989-12-26,3876747.2884615385
1990-01-01,3876865.0
1990-01-08,3876677.4716981133
1990-01-15,3876489.9433962265
1990-01-22,3876302.4150943398
1990-01-29,3876114.886792453
1990-02-05,3875927.3584905663
1990-02-12,3875739.830188679
1990-02-19,3875552.3018867923
1990-02-26,3875364.7735849055
1990-03-05,3875177.245283019
1990-03-12,3874989.716981132
1990-03-19,3874802.1886792453
1990-03-26,3874614.6603773586
1990-04-02,3874427.132075472
1990-04-09,3874239.603773585
1990-04-16,3874052.0754716983
1990-04-23,3873864.547169811
1990-04-30,3873677.0188679243
1990-05-07,3873489.4905660376
1990-05-14,3873301.962264151
1990-05-21,3873114.433962264
1990-05-28,3872926.9056603773
1990-06-04,3872739.3773584906
1990-06-11,3872551.849056604
1990-06-18,3872364.320754717
1990-06-25,3872176.7924528304
1990-07-02,3871989.2641509436
1990-07-09,3871801.7358490564
1990-07-16,3871614.2075471696
1990-07-23,3871426.679245283
1990-07-30,3871239.150943396
1990-08-06,3871051.6226415094
1990-08-13,3870864.0943396227
1990-08-20,3870676.566037736
1990-08-27,3870489.037735849
1990-09-03,3870301.5094339624
1990-09-10,3870113.9811320757
1990-09-17,3869926.452830189
1990-09-24,3869738.9245283017
1990-10-01,3869551.396226415
1990-10-08,3869363.867924528
1990-10-15,3869176.3396226414
1990-10-22,3868988.8113207547
1990-10-29,3868801.283018868
1990-11-05,3868613.754716981
1990-11-12,3868426.2264150945
1990-11-19,3868238.6981132077
1990-11-26,3868051.169811321
1990-12-03,3867863.6415094337
1990-12-10,3867676.113207547
1990-12-17,3867488.5849056602
1990-12-24,3867301.0566037735
1990-12-31,3867113.5283018867
1991-01-07,3866926.0
1991-01-14,3867252.8076923075
1991-01-21,3867579.6153846155
1991-01-28,3867906.423076923
1991-02-04,3868233.230769231
1991-02-11,3868560.0384615385
1991-02-18,3868886.846153846
1991-02-25,3869213.653846154
1991-03-04,3869540.4615384615
1991-03-11,3869867.269230769
1991-03-18,3870194.076923077
1991-03-25,3870520.8846153845
1991-04-01,3870847.6923076925
1991-04-08,3871174.5
1991-04-15,3871501.3076923075
1991-04-22,3871828.1153846155
1991-04-29,3872154.923076923
1991-05-06,3872481.730769231
1991-05-13,3872808.5384615385
1991-05-20,3873135.346153846
1991-05-27,3873462.153846154
1991-06-03,3873788.9615384615
1991-06-10,3874115.769230769
1991-06-17,3874442.576923077
1991-06-24,3874769.3846153845
1991-07-01,3875096.1923076925
1991-07-08,3875423.0
1991-07-15,3875749.8076923075
1991-07-22,3876076.6153846155
1991-07-29,3876403.423076923
1991-08-05,3876730.230769231
1991-08-12,3877057.0384615385
1991-08-19,3877383.846153846
1991-08-26,3877710.653846154
1991-09-02,3878037.4615384615
1991-09-09,3878364.269230769
1991-09-16,3878691.076923077
1991-09-23,3879017.8846153845
1991-09-30,3879344.6923076925
1991-10-07,3879671.5
1991-10-14,3879998.3076923075
1991-10-21,3880325.1153846155
1991-10-28,3880651.923076923
1991-11-04,3880978.730769231
1991-11-11,3881305.5384615385
1991-11-18,3881632.346153846
1991-11-25,3881959.153846154
1991-12-02,3882285.9615384615
1991-12-09,3882612.769230769
1991-12-16,3882939.576923077
1991-12-23,3883266.3846153845
1991-12-30,3883593.1923076925
1992-01-06,3883920.0
1992-01-13,3884250.019230769
1992-01-20,3884580.0384615385
1992-01-27,3884910.0576923075
1992-02-03,3885240.076923077
1992-02-10,3885570.096153846
1992-02-17,3885900.1153846155
1992-02-24,3886230.1346153845
1992-03-02,3886560.153846154
1992-03-09,3886890.173076923
1992-03-16,3887220.1923076925
1992-03-23,3887550.2115384615
1992-03-30,3887880.230769231
1992-04-06,3888210.25
1992-04-13,3888540.269230769
1992-04-20,3888870.2884615385
1992-04-27,3889200.3076923075
1992-05-04,3889530.326923077
1992-05-11,3889860.346153846
1992-05-18,3890190.3653846155
1992-05-25,3890520.3846153845
1992-06-01,3890850.403846154
1992-06-08,3891180.423076923
1992-06-15,3891510.4423076925
1992-06-22,3891840.4615384615
1992-06-29,3892170.480769231
1992-07-06,3892500.5
1992-07-13,3892830.519230769
1992-07-20,3893160.5384615385
1992-07-27,3893490.5576923075
1992-08-03,3893820.576923077
1992-08-10,3894150.596153846
1992-08-17,3894480.6153846155
1992-08-24,3894810.6346153845
1992-08-31,3895140.653846154
1992-09-07,3895470.673076923
1992-09-14,3895800.6923076925
1992-09-21,3896130.7115384615
1992-09-28,3896460.730769231
1992-10-05,3896790.75
1992-10-12,3897120.769230769
1992-10-19,3897450.7884615385
1992-10-26,3897780.8076923075
1992-11-02,3898110.826923077
1992-11-09,3898440.846153846
1992-11-16,3898770.8653846155
1992-11-23,3899100.8846153845
1992-11-30,3899430.903846154
1992-12-07,3899760.923076923
1992-12-14,3900090.9423076925
1992-12-21,3900420.9615384615
1992-12-28,3900750.980769231
1993-01-05,3901081.0
1993-01-12,3901160.423076923
1993-01-19,3901239.846153846
1993-01-26,3901319.269230769
1993-02-02,3901398.6923076925
1993-02-09,3901478.1153846155
1993-02-16,3901557.5384615385
1993-02-23,3901636.9615384615
1993-03-02,3901716.3846153845
1993-03-09,3901795.8076923075
1993-03-16,3901875.230769231
1993-03-23,3901954.653846154
1993-03-30,3902034.076923077
1993-04-06,3902113.5
1993-04-13,3902192.923076923
1993-04-20,3902272.346153846
1993-04-27,3902351.769230769
1993-05-04,3902431.1923076925
1993-05-11,3902510.6153846155
1993-05-18,3902590.0384615385
1993-05-25,3902669.4615384615
1993-06-01,3902748.8846153845
1993-06-08,3902828.3076923075
1993-06-15,3902907.730769231
1993-06-22,3902987.153846154
1993-06-29,3903066.576923077
1993-07-06,3903146.0
1993-07-13,3903225.423076923
1993-07-20,3903304.846153846
1993-07-27,3903384.269230769
1993-08-03,3903463.6923076925
1993-08-10,3903543.1153846155
1993-08-17,3903622.5384615385
1993-08-24,3903701.9615384615
1993-08-31,3903781.3846153845
1993-09-07,3903860.8076923075
1993-09-14,3903940.230769231
1993-09-21,3904019.653846154
1993-09-28,3904099.076923077
1993-10-05,3904178.5
1993-10-12,3904257.923076923
1993-10-19,3904337.346153846
1993-10-26,3904416.769230769
1993-11-02,3904496.1923076925
1993-11-09,3904575.6153846155
1993-11-16,3904655.0384615385
1993-11-23,3904734.4615384615
