Week,co2
2005-06-19,381.95
2005-06-26,381.36
2005-07-03,381.11
2005-07-10,380.85
2005-07-17,380.74
2005-07-24,380.14
2005-07-31,379.83
2005-08-07,378.90
2005-08-14,378.83
2005-08-21,378.00
2005-08-28,377.95
2005-09-04,377.32
2005-09-11,376.16
2005-09-18,376.35
2005-09-25,376.46
2005-10-02,376.65
2005-10-09,376.91
2005-10-16,-999.99
2005-10-23,377.52
2005-10-30,377.80
2005-11-06,377.94
2005-11-13,378.86
2005-11-20,378.48
2005-11-27,379.02
2005-12-04,379.93
2005-12-11,380.18
2005-12-18,380.24
2005-12-25,380.49
2006-01-01,381.26
2006-01-08,381.20
2006-01-15,381.55
2006-01-22,381.62
2006-01-29,381.62
2006-02-05,382.28
2006-02-12,382.59
2006-02-19,381.94
2006-02-26,382.14
2006-03-05,382.89
2006-03-12,382.89
2006-03-19,382.91
2006-03-26,382.43
2006-04-02,384.17
2006-04-09,384.74
2006-04-16,384.86
2006-04-23,384.76
2006-04-30,384.88
2006-05-07,385.03
2006-05-14,385.32
2006-05-21,384.96
2006-05-28,384.66
2006-06-04,384.18
2006-06-11,384.28
2006-06-18,383.93
2006-06-25,383.44
2006-07-02,383.11
2006-07-09,382.83
2006-07-16,381.80
2006-07-23,382.11
2006-07-30,381.51
2006-08-06,380.59
2006-08-13,380.40
2006-08-20,379.79
2006-08-27,379.55
2006-09-03,378.69
2006-09-10,379.14
2006-09-17,378.66
2006-09-24,378.87
2006-10-01,378.92
2006-10-08,378.90
2006-10-15,378.93
2006-10-22,379.48
2006-10-29,379.64
2006-11-05,379.76
2006-11-12,380.00
2006-11-19,380.38
2006-11-26,381.24
2006-12-03,381.47
2006-12-10,381.70
2006-12-17,382.18
2006-12-24,382.00
2006-12-31,382.08
2007-01-07,382.92
2007-01-14,382.43
2007-01-21,383.55
2007-01-28,383.67
2007-02-04,383.26
2007-02-11,384.81
2007-02-18,384.71
2007-02-25,384.00
2007-03-04,383.41
2007-03-11,384.33
2007-03-18,385.08
2007-03-25,385.85
2007-04-01,385.85
2007-04-08,385.78
2007-04-15,387.29
2007-04-22,386.96
2007-04-29,386.60
2007-05-06,386.25
2007-05-13,386.65
2007-05-20,386.51
2007-05-27,386.91
2007-06-03,386.90
2007-06-10,386.43
2007-06-17,385.70
2007-06-24,385.04
2007-07-01,385.38
2007-07-08,385.12
2007-07-15,384.08
2007-07-22,383.80
2007-07-29,382.87
2007-08-05,382.39
2007-08-12,381.87
2007-08-19,382.09
2007-08-26,381.62
2007-09-02,381.52
2007-09-09,380.65
2007-09-16,380.79
2007-09-23,380.67
2007-09-30,380.87
2007-10-07,380.94
2007-10-14,381.02
2007-10-21,381.34
2007-10-28,381.75
2007-11-04,382.01
2007-11-11,382.21
2007-11-18,383.04
2007-11-25,382.87
2007-12-02,383.66
2007-12-09,383.68
2007-12-16,384.38
2007-12-23,383.88
2007-12-30,384.76
2008-01-06,384.39
2008-01-13,385.79
2008-01-20,385.99
2008-01-27,386.76
2008-02-03,386.01
2008-02-10,385.95
2008-02-17,385.30
2008-02-24,385.36
2008-03-02,385.81
2008-03-09,385.72
2008-03-16,385.82
2008-03-23,386.74
2008-03-30,388.09
2008-04-06,386.73
2008-04-13,386.48
2008-04-20,387.33
2008-04-27,387.27
2008-05-04,388.52
2008-05-11,388.87
2008-05-18,388.89
2008-05-25,388.59
2008-06-01,388.54
2008-06-08,387.47
2008-06-15,387.88
2008-06-22,387.34
2008-06-29,-999.99
2008-07-06,-999.99
2008-07-13,-999.99
2008-07-20,386.37
2008-07-27,384.90
2008-08-03,385.23
2008-08-10,383.93
2008-08-17,383.68
2008-08-24,383.30
2008-08-31,383.51
2008-09-07,383.03
2008-09-14,383.37
2008-09-21,383.06
2008-09-28,382.75
2008-10-05,382.87
2008-10-12,382.85
2008-10-19,383.07
2008-10-26,383.99
2008-11-02,383.79
2008-11-09,384.11
2008-11-16,384.34
2008-11-23,384.49
2008-11-30,385.05
2008-12-07,385.29
2008-12-14,385.54
2008-12-21,385.93
2008-12-28,386.23
2009-01-04,386.40
2009-01-11,387.02
2009-01-18,387.14
2009-01-25,387.50
2009-02-01,387.03
2009-02-08,386.94
2009-02-15,387.62
2009-02-22,388.22
2009-03-01,389.08
2009-03-08,388.80
2009-03-15,388.20
2009-03-22,389.29
2009-03-29,389.04
2009-04-05,389.43
2009-04-12,388.93
2009-04-19,389.56
2009-04-26,390.52
2009-05-03,389.76
2009-05-10,390.17
2009-05-17,390.38
2009-05-24,390.41
2009-05-31,389.85
2009-06-07,390.20
2009-06-14,389.42
2009-06-21,388.49
2009-06-28,388.69
2009-07-05,388.48
2009-07-12,388.36
2009-07-19,387.68
2009-07-26,387.37
2009-08-02,387.06
2009-08-09,386.01
2009-08-16,385.70
2009-08-23,385.86
2009-08-30,385.15
2009-09-06,384.69
2009-09-13,384.76
2009-09-20,384.62
2009-09-27,384.03
2009-10-04,383.88
2009-10-11,384.38
2009-10-18,384.71
2009-10-25,385.01
2009-11-01,385.36
2009-11-08,385.69
2009-11-15,386.34
2009-11-22,386.38
2009-11-29,387.07
2009-12-06,386.97
2009-12-13,386.87
2009-12-20,388.40
2009-12-27,388.60
2010-01-03,388.17
2010-01-10,388.33
2010-01-17,388.33
2010-01-24,389.01
2010-01-31,390.71
2010-02-07,390.35
2010-02-14,390.22
2010-02-21,389.57
2010-02-28,390.93
2010-03-07,391.38
2010-03-14,391.17
2010-03-21,390.29
2010-03-28,391.77
2010-04-04,391.19
2010-04-11,392.71
2010-04-18,393.30
2010-04-25,393.20
2010-05-02,393.01
2010-05-09,392.60
2010-05-16,393.42
2010-05-23,392.71
2010-05-30,393.30
2010-06-06,392.75
2010-06-13,391.85
2010-06-20,391.64
2010-06-27,391.15
2010-07-04,390.55
2010-07-11,389.85
2010-07-18,390.26
2010-07-25,389.82
2010-08-01,388.86
2010-08-08,388.82
2010-08-15,388.47
2010-08-22,387.62
2010-08-29,387.53
2010-09-05,386.14
2010-09-12,387.06
2010-09-19,386.78
2010-09-26,386.78
2010-10-03,386.95
2010-10-10,386.84
2010-10-17,387.43
2010-10-24,387.83
2010-10-31,388.05
2010-11-07,387.96
2010-11-14,388.63
2010-11-21,389.49
2010-11-28,389.66
2010-12-05,389.78
2010-12-12,389.44
2010-12-19,390.15
2010-12-26,389.94
2011-01-02,391.64
2011-01-09,390.76
2011-01-16,391.52
2011-01-23,391.37
2011-01-30,392.07
2011-02-06,391.44
2011-02-13,391.65
2011-02-20,392.05
2011-02-27,392.06
2011-03-06,391.88
2011-03-13,392.49
2011-03-20,392.89
2011-03-27,394.00
2011-04-03,393.00
2011-04-10,393.08
2011-04-17,393.55
2011-04-24,393.31
2011-05-01,394.14
2011-05-08,392.89
2011-05-15,394.91
2011-05-22,394.85
2011-05-29,394.19
2011-06-05,393.49
2011-06-12,393.79
2011-06-19,393.54
2011-06-26,393.45
2011-07-03,393.50
2011-07-10,393.29
2011-07-17,391.32
2011-07-24,391.98
2011-07-31,391.19
2011-08-07,390.60
2011-08-14,390.14
2011-08-21,389.39
2011-08-28,389.52
2011-09-04,389.04
2011-09-11,389.14
2011-09-18,389.08
2011-09-25,388.67
2011-10-02,388.77
2011-10-09,388.80
2011-10-16,389.03
2011-10-23,389.24
2011-10-30,389.61
2011-11-06,389.76
2011-11-13,390.44
2011-11-20,390.51
2011-11-27,391.15
2011-12-04,391.36
2011-12-11,392.01
2011-12-18,392.35
2011-12-25,392.20
2012-01-01,392.96
2012-01-08,393.37
2012-01-15,392.97
2012-01-22,393.34
2012-01-29,393.24
2012-02-05,393.71
2012-02-12,393.49
2012-02-19,394.44
2012-02-26,394.26
2012-03-04,393.55
2012-03-11,394.27
2012-03-18,394.79
2012-03-25,395.12
2012-04-01,395.32
2012-04-08,396.62
2012-04-15,396.16
2012-04-22,396.61
2012-04-29,396.92
2012-05-06,397.12
2012-05-13,396.99
2012-05-20,396.12
2012-05-27,396.30
2012-06-03,395.73
2012-06-10,396.24
2012-06-17,395.57
2012-06-24,395.25
2012-07-01,394.96
2012-07-08,394.36
2012-07-15,394.47
2012-07-22,394.08
2012-07-29,393.43
2012-08-05,393.24
2012-08-12,392.49
2012-08-19,391.36
2012-08-26,391.79
2012-09-02,391.86
2012-09-09,390.91
2012-09-16,390.79
2012-09-23,390.89
2012-09-30,390.81
2012-10-07,390.96
2012-10-14,390.89
2012-10-21,391.33
2012-10-28,391.56
2012-11-04,392.29
2012-11-11,393.26
2012-11-18,393.16
2012-11-25,393.71
2012-12-02,393.64
2012-12-09,394.40
2012-12-16,394.53
2012-12-23,394.84
2012-12-30,394.50
2013-01-06,395.34
2013-01-13,395.98
2013-01-20,395.78
2013-01-27,395.77
2013-02-03,396.63
2013-02-10,396.97
2013-02-17,397.15
2013-02-24,396.73
2013-03-03,397.65
2013-03-10,396.94
2013-03-17,397.36
2013-03-24,397.96
2013-03-31,398.07
2013-04-07,397.76
2013-04-14,397.96
2013-04-21,399.20
2013-04-28,399.53
2013-05-05,399.52
2013-05-12,399.74
2013-05-19,399.93
2013-05-26,399.88
2013-06-02,399.18
2013-06-09,398.61
2013-06-16,398.14
2013-06-23,398.64
2013-06-30,398.24
2013-07-07,397.74
2013-07-14,397.08
2013-07-21,396.82
2013-07-28,396.68
2013-08-04,395.67
2013-08-11,395.13
2013-08-18,395.15
2013-08-25,394.22
2013-09-01,393.85
2013-09-08,393.35
2013-09-15,393.30
2013-09-22,393.38
2013-09-29,393.31
2013-10-06,393.34
2013-10-13,393.68
2013-10-20,393.98
2013-10-27,394.24
2013-11-03,394.46
2013-11-10,395.53
2013-11-17,394.87
2013-11-24,396.00
2013-12-01,396.26
2013-12-08,396.14
2013-12-15,397.43
2013-12-22,397.27
2013-12-29,397.41
2014-01-05,398.23
2014-01-12,397.75
2014-01-19,397.97
2014-01-26,397.83
2014-02-02,397.97
2014-02-09,397.87
2014-02-16,398.09
2014-02-23,397.97
2014-03-02,398.43
2014-03-09,399.88
2014-03-16,401.18
2014-03-23,400.10
2014-03-30,400.61
2014-04-06,401.11
2014-04-13,401.54
2014-04-20,401.59
2014-04-27,401.74
2014-05-04,401.72
2014-05-11,401.73
2014-05-18,401.75
2014-05-25,401.82
2014-06-01,401.81
2014-06-08,401.51
2014-06-15,401.03
2014-06-22,400.94
2014-06-29,400.22
2014-07-06,399.84
2014-07-13,398.82
2014-07-20,398.81
2014-07-27,397.42
2014-08-03,397.78
2014-08-10,397.23
2014-08-17,396.77
2014-08-24,396.31
2014-08-31,396.35
2014-09-07,395.03
2014-09-14,395.07
2014-09-21,395.45
2014-09-28,395.33
2014-10-05,395.56
2014-10-12,395.65
2014-10-19,395.87
2014-10-26,397.52
2014-11-02,396.78
2014-11-09,397.22
2014-11-16,397.32
2014-11-23,397.89
2014-11-30,398.20
2014-12-07,399.12
2014-12-14,399.10
2014-12-21,398.92
2014-12-28,399.84
2015-01-04,399.85
2015-01-11,400.16
2015-01-18,399.51
2015-01-25,400.20
2015-02-01,400.17
2015-02-08,399.95
2015-02-15,399.92
2015-02-22,401.34
2015-03-01,401.28
2015-03-08,401.87
2015-03-15,400.77
2015-03-22,401.77
2015-03-29,401.81
2015-04-05,403.20
2015-04-12,404.04
2015-04-19,403.07
2015-04-26,403.80
2015-05-03,404.13
2015-05-10,403.97
2015-05-17,403.97
2015-05-24,403.82
2015-05-31,403.20
2015-06-07,403.24
2015-06-14,402.39
2015-06-21,402.71
2015-06-28,402.15
2015-07-05,401.73
2015-07-12,401.39
2015-07-19,401.25
2015-07-26,400.20
2015-08-02,398.36
2015-08-09,399.19
2015-08-16,399.14
2015-08-23,398.85
2015-08-30,398.49
2015-09-06,397.77
2015-09-13,397.24
2015-09-20,397.33
2015-09-27,397.22
2015-10-04,398.37
2015-10-11,398.18
2015-10-18,398.52
2015-10-25,398.48
2015-11-01,399.06
2015-11-08,400.44
2015-11-15,400.34
2015-11-22,400.37
2015-11-29,400.80
2015-12-06,401.31
2015-12-13,402.34
2015-12-20,402.60
2015-12-27,402.08
2016-01-03,402.15
2016-01-10,402.48
2016-01-17,402.61
2016-01-24,402.98
2016-01-31,404.58
2016-02-07,403.81
2016-02-14,403.67
2016-02-21,404.41
2016-02-28,404.06
2016-03-06,404.00
2016-03-13,404.79
2016-03-20,405.66
2016-03-27,405.45
2016-04-03,406.60
2016-04-10,408.72
2016-04-17,407.45
2016-04-24,407.72
2016-05-01,407.55
2016-05-08,407.86
2016-05-15,407.31
2016-05-22,408.33
2016-05-29,407.47
2016-06-05,406.87
2016-06-12,407.21
2016-06-19,406.67
2016-06-26,405.99
2016-07-03,405.57
2016-07-10,404.50
2016-07-17,403.41
2016-07-24,403.85
2016-07-31,403.49
2016-08-07,402.90
2016-08-14,401.87
2016-08-21,401.89
2016-08-28,400.97
2016-09-04,400.99
2016-09-11,401.35
2016-09-18,400.89
2016-09-25,400.75
2016-10-02,400.94
2016-10-09,401.59
2016-10-16,401.67
2016-10-23,402.16
2016-10-30,402.80
2016-11-06,402.81
2016-11-13,403.60
2016-11-20,404.00
2016-11-27,404.57
2016-12-04,403.90
2016-12-11,404.83
2016-12-18,404.43
2016-12-25,404.77
2017-01-01,405.95
2017-01-08,406.02
2017-01-15,406.22
2017-01-22,406.52
2017-01-29,406.24
2017-02-05,406.07
2017-02-12,405.95
2017-02-19,406.98
2017-02-26,407.41
2017-03-05,406.15
2017-03-12,407.10
2017-03-19,406.82
2017-03-26,408.41
2017-04-02,407.64
2017-04-09,408.84
2017-04-16,409.65
2017-04-23,409.97
2017-04-30,409.20
2017-05-07,409.32
2017-05-14,410.40
2017-05-21,410.00
2017-05-28,409.57
2017-06-04,409.69
2017-06-11,409.43
2017-06-18,408.32
2017-06-25,407.76
2017-07-02,408.07
2017-07-09,407.06
2017-07-16,406.81
2017-07-23,406.73
2017-07-30,406.47
2017-08-06,405.53
2017-08-13,405.20
2017-08-20,404.54
2017-08-27,404.20
2017-09-03,403.69
2017-09-10,403.68
2017-09-17,403.05
2017-09-24,402.76
2017-10-01,402.95
2017-10-08,403.41
2017-10-15,403.95
2017-10-22,404.00
2017-10-29,404.15
2017-11-05,404.25
2017-11-12,405.07
2017-11-19,406.12
2017-11-26,406.33
2017-12-03,406.74
2017-12-10,406.55
2017-12-17,406.84
2017-12-24,407.21
2017-12-31,407.37
2018-01-07,408.14
2018-01-14,407.89
2018-01-21,408.27
2018-01-28,407.88
2018-02-04,408.20
2018-02-11,408.37
2018-02-18,408.45
2018-02-25,408.90
2018-03-04,409.83
2018-03-11,408.71
2018-03-18,409.12
2018-03-25,410.02
2018-04-01,409.19
2018-04-08,409.45
2018-04-15,411.05
2018-04-22,411.68
2018-04-29,409.66
2018-05-06,411.06
2018-05-13,411.87
2018-05-20,411.45
2018-05-27,411.41
2018-06-03,410.94
2018-06-10,411.16
2018-06-17,410.36
2018-06-24,410.56
2018-07-01,409.38
2018-07-08,409.15
2018-07-15,408.54
2018-07-22,408.28
2018-07-29,407.46
2018-08-05,407.23
2018-08-12,407.07
2018-08-19,406.84
2018-08-26,406.11
2018-09-02,405.49
2018-09-09,405.39
2018-09-16,405.69
2018-09-23,405.55
2018-09-30,405.50
2018-10-07,405.58
2018-10-14,406.01
2018-10-21,406.62
2018-10-28,406.48
2018-11-04,406.99
2018-11-11,408.73
2018-11-18,408.59
2018-11-25,408.39
2018-12-02,408.49
2018-12-09,409.40
2018-12-16,409.31
2018-12-23,409.14
2018-12-30,409.60
2019-01-06,410.67
2019-01-13,410.35
2019-01-20,411.98
2019-01-27,411.02
2019-02-03,411.62
2019-02-10,412.40
2019-02-17,410.98
2019-02-24,412.40
2019-03-03,412.16
2019-03-10,412.16
2019-03-17,411.82
2019-03-24,411.32
2019-03-31,412.19
2019-04-07,413.14
2019-04-14,413.60
2019-04-21,413.77
2019-04-28,414.29
2019-05-05,414.32
2019-05-12,415.40
2019-05-19,414.74
2019-05-26,414.30
2019-06-02,414.39
2019-06-09,414.08
2019-06-16,413.86
2019-06-23,413.41
2019-06-30,413.42
2019-07-07,412.08
2019-07-14,412.14
2019-07-21,410.84
2019-07-28,410.06
2019-08-04,410.34
2019-08-11,410.27
2019-08-18,409.57
2019-08-25,409.44
2019-09-01,408.81
2019-09-08,408.59
2019-09-15,408.50
2019-09-22,408.32
2019-09-29,407.96
2019-10-06,408.38
2019-10-13,408.62
2019-10-20,408.72
2019-10-27,409.29
2019-11-03,409.90
2019-11-10,410.19
2019-11-17,410.19
2019-11-24,410.72
2019-12-01,411.07
2019-12-08,411.32
2019-12-15,411.89
2019-12-22,412.21
2019-12-29,412.99
2020-01-05,413.38
2020-01-12,412.80
2020-01-19,413.66
2020-01-26,414.03
2020-02-02,414.30
2020-02-09,414.40
2020-02-16,414.06
2020-02-23,413.72
2020-03-01,413.86
2020-03-08,414.11
2020-03-15,414.28
2020-03-22,415.55
2020-03-29,415.75
2020-04-05,416.45
2020-04-12,416.27
2020-04-19,415.88
2020-04-26,416.82
2020-05-03,416.83
2020-05-10,416.79
2020-05-17,416.97
2020-05-24,417.43
2020-05-31,417.20
2020-06-07,416.34
2020-06-14,416.27
2020-06-21,416.05
2020-06-28,415.43
2020-07-05,415.24
2020-07-12,414.53
2020-07-19,413.90
2020-07-26,413.22
2020-08-02,413.17
2020-08-09,412.74
2020-08-16,412.39
2020-08-23,411.96
2020-08-30,411.59
2020-09-06,411.37
2020-09-13,411.47
2020-09-20,411.00
2020-09-27,411.06
2020-10-04,411.05
2020-10-11,411.12
2020-10-18,411.52
2020-10-25,411.48
2020-11-01,411.76
2020-11-08,412.75
2020-11-15,412.53
2020-11-22,413.84
2020-11-29,413.76
2020-12-06,413.39
2020-12-13,413.92
2020-12-20,414.60
2020-12-27,415.09
2021-01-03,415.25